insee,norm_km2_total_traffic,norm_total_traffic
10200,3316438903976.4873,-0.0631563948716549
10201,1298371801364.3535,-0.07164123890543672
10202,1228906292542.5173,-0.0719333025376706
10203,1345957603677.3308,-0.0714411672079568
10204,2244775403914.476,-0.0676621408118931
10205,694239331530.2085,-0.07418127822110229
10206,1097834315010.149,-0.07248438693180298
10207,607571353561.1802,-0.07454566861963692
10208,2513732896853.0034,-0.06653132490574878
10209,2174143031559.115,-0.06795911045298954
1021,11256890778894.86,-0.02977123358082058
10210,3138249693796.24,-0.06390558088976361
10211,1875631988027.1064,-0.0692141825184586
10212,2307183941467.4756,-0.06739974779888169
10213,5561529568719.0,-0.05371704366902001
10214,1407412674212.2458,-0.07118278299075269
10215,1391920531156.0396,-0.07124791879194127
10216,4132661557382.7563,-0.0597246348959695
10217,1068511575028.5352,-0.07260767266153173
10218,490312118417.755,-0.07503867815357397
10219,1854828432890.236,-0.06930164983827965
1022,4858092738060.162,-0.05667460230918242
10220,5403286221750.825,-0.054382368482387554
10221,2718060425599.1025,-0.06567224186982067
10222,854019586395.0054,-0.07350949156918625
10223,1754492887599.8633,-0.06972350471700559
10224,4132588538937.621,-0.059724941897712776
10225,5048427611277.03,-0.05587435056763011
10226,3792782027392.757,-0.061153638321330056
10227,1773125297819.9973,-0.06964516584785369
10228,2926177385287.86,-0.06479722639513287
10229,2354749259754.9272,-0.06719976222527821
1023,10983010475579.814,-0.030922747152666186
10230,4075598830195.3364,-0.05996455176478957
10231,4008147815072.5024,-0.060248145577154244
10232,6363408866289.058,-0.05034558948645404
10233,2198673584251.5967,-0.06785597319190007
10234,1430371445703.3135,-0.07108625419096364
10235,1869285023625.36,-0.06924086795571044
10236,809405422550.9098,-0.0736970691880993
10237,1390141433312.9888,-0.07125539890382634
10238,2431548018020.07,-0.06687686637854229
10239,4098893298028.838,-0.059866611549540344
1024,10369782600253.236,-0.03350102756394617
10240,2066235152187.2437,-0.0684128027634689
10241,422414875625.1537,-0.07532414810384142
10242,2201295142874.4233,-0.06784495100338547
10243,1708839075360.9883,-0.06991545347623813
10245,5661156077753.363,-0.05329816989138766
10246,7904319009390.995,-0.04386692372882427
10247,1046145259666.0192,-0.07270171051449295
10248,3753179367789.491,-0.06132014536642371
10249,2427130809345.835,-0.06689543827172514
1025,5740283533947.409,-0.05296548317164114
10250,2051817890418.3118,-0.0684734192897208
10251,1234780528198.3826,-0.07190860466053202
10252,910960051218.5497,-0.0732700887452596
10253,415508141297.30554,-0.07535318706071192
10254,1746714753675.4465,-0.06975620742205296
10255,4064142077216.0576,-0.06001272100655408
10256,1846018763358.7231,-0.0693386895739095
10257,752980027629.6284,-0.07393430643101948
10258,1408123987327.5093,-0.07117979231673874
10259,3785125553525.6963,-0.061185829513846234
1026,4909023268777.273,-0.056460467898521306
10260,5455296350424.903,-0.054163694965830414
10261,1353947535515.1743,-0.07140757401108198
10262,2818295542006.923,-0.06525080923840446
10263,1601636762737.7595,-0.07036617927296286
10264,1574626204550.9436,-0.07047974357079215
10265,265990681558774.03,1.041241956269831
10266,1937706475319.7786,-0.06895319400005226
10267,802850990384.0765,-0.07372462691132545
10268,4279050817684.4976,-0.059109149890404895
10269,4319478105803.958,-0.05893917574338155
1027,20321742971665.895,0.008341402488313117
10270,1708635695667.5342,-0.06991630857415651
10271,4325512600336.8657,-0.058913804067252364
10272,4494529538612.476,-0.0582031823250518
10273,1069401640653.607,-0.07260393043313962
10274,1807088238208.994,-0.06950237066936024
10275,5122960040147.15,-0.05556098336908486
10276,1528604243118.219,-0.07067324019158337
10278,364570307356.20996,-0.07556735217734725
10279,314149452327.3921,-0.0757793436866562
1028,6410384771942.131,-0.05014808206348676
10280,12156797754172.027,-0.02598762781258035
10281,2913777239951.916,-0.06484936207438532
10282,3410487893795.733,-0.06276097144439714
10283,1842080559983.1965,-0.06935524751758312
10284,2621443439963.522,-0.06607846228393421
10285,3122671967750.575,-0.06397107651958057
10286,1257157955533.7915,-0.07181452008793657
10287,1941766914267.9163,-0.0689361221241275
10288,1606788990046.5593,-0.07034451703730916
10289,493170683973.65625,-0.07502665948339657
1029,1786347223726.2712,-0.06958957504069185
10290,1372808806765.7197,-0.0713282729092343
10291,3986514274021.6514,-0.060339102523767806
10293,3508133225069.419,-0.062350427411737484
10294,3623704801641.9785,-0.06186451353866202
10295,5373066038048.216,-0.05450942746127729
10296,5610012731253.199,-0.05351319907344898
10297,111052441524340.28,0.38981326994953885
10298,1758509684591.042,-0.06970661633111326
10299,3414272267620.526,-0.0627450602679911
1030,50074916338615.65,0.133436863983064
10300,1788968336439.455,-0.06957855472697803
10301,2046710461097.9612,-0.06849489317487588
10302,436696355292.22107,-0.07526410246542341
10303,2242852946077.8037,-0.06767022367241077
10304,2941870265955.5566,-0.0647312466045036
10305,1158268177317.3184,-0.07223029632432433
10306,2388019237644.245,-0.06705988056671847
10307,3639522348539.7686,-0.06179800959622568
10308,2641108183652.7495,-0.06599578302963617
10309,863094349498.1272,-0.07347133726327945
1031,51900053934432.29,0.14111054729153827
10310,1302400622531.5415,-0.071624299964606
10312,987415566894.8892,-0.07294863604173135
10313,2745702579867.178,-0.06555602206354227
10314,806115340425.246,-0.0737109021442277
10315,2548886609564.185,-0.06638352319530186
10316,503898694030.3842,-0.0749815541982421
10317,1153753206709.9993,-0.07224927925178527
10318,6531616929253.711,-0.049638368612761455
10319,906958670215.0491,-0.07328691231554153
1032,21277727554594.246,0.012360783248421572
10320,3200526653864.707,-0.06364374108652068
10321,28593716828571.723,0.04312042838716411
10323,15121287152419.88,-0.013523607091279723
10324,4263654949426.0645,-0.05917388090988803
10325,113416087188797.42,0.3997510786517791
10326,2634130893339.6753,-0.0660251186349826
10327,1731045606964.9778,-0.06982208742465976
10328,1851335245914.6152,-0.06931633673676316
10329,16218430975892.506,-0.008910730635019758
1033,53829253337076.53,0.149221752325461
10330,1075541367828.1029,-0.07257811631257934
10331,1514901724650.0547,-0.07073085162180881
10332,7282911886351.333,-0.04647959330440378
10333,200511437533996.38,0.7659383391200104
10334,6622277150562.54,-0.04925719306271266
10335,959433506673.4502,-0.0730662849625306
10336,7098514560585.617,-0.04725488097811066
10337,3068861928192.0513,-0.06419731765522702
10338,3511398289207.956,-0.062336699642259484
10339,2622053313629.8857,-0.06607589810609656
1034,11906770550016.506,-0.02703885243673491
10340,13309834297705.355,-0.02113975371341493
10341,8579130768933.971,-0.041029717510818506
10342,2258947924466.4604,-0.0676025532856441
10343,77936999414960.53,0.2505813479563973
10344,14185107299094.018,-0.017459720034579296
10345,3188533044197.392,-0.06369416751054667
10346,315531037131.7457,-0.0757735348948825
10347,2503551007182.2183,-0.06657413405997065
10348,1347878376155.2014,-0.07143309143343077
10349,6986379125522.129,-0.0477263477970001
1035,6332776961999.155,-0.05047437952025477
10350,2203088439613.685,-0.06783741119307925
10351,9955728159631.99,-0.03524189502351611
10352,13850525074015.877,-0.01886645125406607
10353,2915444252003.7773,-0.0648423532205944
10354,1951651429946.7476,-0.06889456326130484
10355,3259585294214.8765,-0.06339543251859953
10356,1206909364063.2456,-0.07202578732528112
10357,37343775459541.36,0.07990953350370149
10358,3353268993522.6997,-0.0630015449337389
10359,1334231991098.5222,-0.07149046685404041
1036,4710993922431.062,-0.05729307059824546
10360,6151533237891.649,-0.05123640806190408
10361,1844898184040.4448,-0.06934340098352058
10362,118615107131776.23,0.4216100511743468
10363,7736900104871.477,-0.04457082663240763
10364,1301582426487.8892,-0.07162774002158451
10365,493320093316.43866,-0.07502603130063244
10366,362646416653.2997,-0.07557544106226645
10367,1514759134781.6006,-0.07073145113249557
10368,3184880854086.672,-0.0637095229283279
10369,475095977639.55566,-0.07510265351947334
1037,6421287816279.249,-0.050102240857030286
10370,8308049244151.861,-0.042169463783496355
10371,1247775283363.7666,-0.07185396897934346
10372,1760973297674.8823,-0.06969625821529596
10373,4927280924269.823,-0.05638370466350484
10374,2143137440245.7107,-0.06808947163182691
10375,10450497155502.94,-0.033161667979885096
10376,3576487845964.041,-0.06206303444223293
10377,1188223275434.1548,-0.07210435188213557
10378,823568081687.5334,-0.07363752312358919
10379,3381558053243.086,-0.06288260525166434
1038,3270215275508.5557,-0.063350739389594
10380,2399644570610.304,-0.06701100254034852
10381,3840772632241.955,-0.06095186465547661
10382,3747865573814.4004,-0.061342486899590744
10383,6112916108142.332,-0.05139877150488928
10384,1617510360584.7307,-0.07029943966761862
10386,3755831816020.19,-0.061308993304375815
10387,455977442331582.9,1.8400300795954425
10388,541434065807.32794,-0.07482373894281022
10389,1665755361657.5542,-0.0700965964078565
1039,7040638275286.202,-0.0474982184039993
10390,1186866137247.8596,-0.07211005788954637
10391,7913739140016.538,-0.043827317345551814
10392,2697046263133.4775,-0.06576059467572618
10393,2460762093092.0063,-0.06675403752401325
10394,433673958834.87354,-0.07527680995295723
10395,964785441648.6141,-0.07304378306777973
10396,2700130998763.5723,-0.06574762508681957
10397,1708726359436.5186,-0.06991592738369047
10398,706805537012.6533,-0.07412844435176416
10399,7455516186223.738,-0.04575388871208282
1040,2449252740784.777,-0.06680242791654792
10400,1138980238138.639,-0.07231139132629544
10401,3024458000991.629,-0.06438401134657916
10402,3198635305496.348,-0.06365169314911479
10403,1277549335939.3643,-0.07172878573244816
10404,1401749450196.771,-0.0712065936819024
10405,1221759810189.4978,-0.07196334950096386
10406,9422148113988.693,-0.03748530083542468
10408,1511968830268.5706,-0.07074318280314676
10409,4579992448084.161,-0.0578438585658954
1041,47873725283449.64,0.12418208609809454
10410,1164887877573.2275,-0.07220246418526956
10411,1477964237034.7097,-0.07088615310856823
10412,14062155887767.55,-0.017976661987345932
10414,4547112850579.125,-0.057982098893168285
10416,5522028198525.144,-0.053883124848769545
10417,2288635252644.832,-0.06747773466635879
10418,1735367039804.6555,-0.06980391821532095
10419,4737413521900.431,-0.05718199095146741
1042,12435252754706.814,-0.024816880196256712
10420,3666979585830.3906,-0.06168256726246586
10421,2273352155935.6616,-0.06754199154451841
10422,893660607819.7959,-0.07334282323407797
10423,3132831175633.0806,-0.06392836272959893
10424,702106205831.32,-0.07414820241237824
10425,2305985012707.9927,-0.06740478862409442
10426,2219115410096.6455,-0.06777002674153851
10427,6250467888323.846,-0.0508204431629335
10428,1233387008614.6438,-0.07191446363138128
10429,4607585716520.775,-0.057727844297210326
1043,34779703573132.93,0.06912904457971072
10430,2124467637400.2073,-0.06816796771606538
10431,335723889447.04663,-0.07568863523903324
10432,1077869398358.2942,-0.07256832824560724
10433,5052703153785.814,-0.055856374301479265
10434,3566634379071.3276,-0.06210446276226673
10435,4486129194026.884,-0.05823850107810343
10436,1667513820251.8394,-0.0700892030724748
10437,2334263906580.996,-0.06728589168372523
10438,1604580742892.771,-0.07035380148214436
10439,5427540537996.787,-0.05428039264113498
1044,1877293939637.0618,-0.069207194940997
10440,2321553369294.5244,-0.06733933238761546
10441,828321182499.7296,-0.07361753899173544
10442,1786628862766.2969,-0.06958839090596941
10443,1222216827785.1257,-0.0719614279974546
10444,759308848574.6842,-0.07390769727686053
10445,1450095110030.2512,-0.07100332720832161
1045,3829734393222.746,-0.06099827427999523
1046,11879569394516.264,-0.027153218089720117
1047,16117197747852.166,-0.009336359767889895
1049,27015077051254.82,0.036483130609146486
1050,3889164701062.7285,-0.06074840305804765
1051,2449146815658.243,-0.06680287327249111
1052,4279975112573.3774,-0.059105263747093205
1053,177878098620594.12,0.6707778013978649
1054,16358969276383.883,-0.008319845644674974
1056,1714872087779.695,-0.06989008803157064
1057,6281608577496.23,-0.050689513973121055
1058,10509992785127.355,-0.03291152211634993
1059,4478737549047.667,-0.058269578813189914
1060,2606629538512.6694,-0.06614074645832048
1061,4195555774992.25,-0.05946019986982366
1062,13820734296553.25,-0.018991704819761836
1063,15709958399993.457,-0.011048573572142308
1064,8304099583824.179,-0.04218606989724917
1065,5902726165935.142,-0.052282502712235765
1066,2350968938063.3726,-0.06721565636472919
1067,2676103246771.361,-0.06584864835203827
1068,1185651563774.1345,-0.07211516449203684
1069,13048660578566.799,-0.022237843201987944
1071,53963249851161.19,0.14978513276093172
1072,8688847446345.93,-0.04056842021572844
1073,4788552972526.27,-0.05696697814937976
1074,3426904734492.5376,-0.06269194780655105
1075,13224201589703.482,-0.0214997913804706
1076,589931634801.3191,-0.07461983377612921
1077,1995257071175.9595,-0.06871122591620665
1078,19875321161150.938,0.006464448332232254
1079,4763421165152.157,-0.05707264335029423
1080,3842887387753.186,-0.060942973290735
1081,6628253363641.642,-0.049232066427516444
1082,1618625891283.7168,-0.0702947494846294
1083,11252058127305.928,-0.029791552179220315
1084,4329946231875.487,-0.05889516312510541
1085,5696088282981.25,-0.053151299496081654
1087,9397715081737.666,-0.03758802807757336
1088,24355717320737.746,0.025302009568150957
1089,25335305026238.02,0.029420628264140616
1090,2529132657872.314,-0.06646657751938229
1091,8097332226033.839,-0.043055411050403766
1092,8979676687859.426,-0.039345645833493564
1093,8558387853099.15,-0.04111692987627281
1094,2449602337274.5,-0.06680095805873881
1095,2317514047977.4067,-0.06735631547570688
1096,4862275689445.326,-0.05665701533694643
1097,4905292387773.386,-0.056476154167518805
1098,6258187330742.964,-0.05078798722285638
1099,21681353509951.72,0.014057804757152124
1100,1418460234052.8635,-0.07113633417739056
11001,7100536759860.933,-0.04724637876060061
11002,3879789624512.5737,-0.060787820014119066
11003,947420826891.6887,-0.07311679156572734
11004,2178128430811.4653,-0.06794235407703714
11005,11591470804573.74,-0.028364511608578193
11006,648652968153.6941,-0.07437294339557363
11007,722940074051.0088,-0.07406060764298945
11008,4980279522078.936,-0.05616087518680539
11009,3732294633498.6255,-0.061407953999206843
1101,6098596530856.145,-0.051458977322498475
11010,4906093725335.613,-0.05647278499103052
11011,3015336423345.2065,-0.06442236248147043
11012,4849788894083.517,-0.05670951533111886
11013,15598163791495.66,-0.01151860740585067
11014,14094301239700.992,-0.01784150875224625
11015,1740871617496.4507,-0.06978077454327641
11016,3489222036826.416,-0.06242993838663404
11017,865817095600.5541,-0.0734598896379786
11018,5732597470394.949,-0.052997798772243296
11019,1057067206074.2965,-0.07265578983539382
1102,4263564180761.0977,-0.05917426254138304
11020,1478000021866.7668,-0.07088600265335374
11021,699492748757.4723,-0.07415919053840828
11022,3338813361873.4443,-0.06306232278388817
11023,10878184601810.244,-0.03136348135247968
11025,6648445534743.5,-0.04914716963578888
11026,4160715910245.294,-0.0596066820250272
11027,4000157566198.7725,-0.06028174010698773
11028,657964380390.6686,-0.07433379411234975
11029,2423124289625.3677,-0.0669122834474393
1103,30950566296709.094,0.053029662883065154
11030,4596437752378.511,-0.05777471525453323
11031,1717667813138.1074,-0.06987833356929497
11032,3073166351742.125,-0.06417921996044251
11033,1490047543283.9788,-0.070835349560557
11034,5345952781481.944,-0.054623423548382094
11035,1168007250450.4138,-0.07218934896610173
11036,2000739212162.697,-0.0686881765779644
11037,34520741378203.797,0.06804025331415993
11038,1008591918438.4562,-0.07285960132141946
11039,3200447825313.75,-0.063644072516511
1104,5505494998416.895,-0.05395263771289394
11040,10485104971225.79,-0.03301616146110871
11041,2746444728314.389,-0.06555290174419495
11042,7331629154603.392,-0.0462747644251581
11043,19870087363717.42,0.006442443139803168
11044,333227374300.5751,-0.07569913168963112
11045,15505975211365.854,-0.011906208850363956
11046,847579378803.944,-0.0735365690419247
11047,467710531630.5393,-0.07513370519135545
11048,9269970555007.525,-0.038125122401182106
11049,8436266996990.344,-0.04163037980864321
1105,18957620040387.43,0.0026060281294419574
11051,4056427195209.935,-0.0600451577726439
11052,1581192074576.1433,-0.07045213775776552
11053,2930308941705.082,-0.06477985551000644
11054,4671849275253.133,-0.05745765195712706
11055,402151463175.4097,-0.07540934442561174
11056,1572306623412.756,-0.07048949611279422
11057,1440458890223.7554,-0.07104384212580256
11058,5062453556932.462,-0.05581537930688334
11059,4321882168648.2217,-0.05892906800303208
1106,2584482779380.48,-0.06623386120006873
11060,1046426063253.2706,-0.07270052989238238
11061,5344051470417.165,-0.054631417498545345
11062,809166312681.766,-0.0736980745114327
11063,4776855126461.759,-0.05701616105279268
11064,5843531161487.649,-0.05253138461495638
11065,629751223088.5084,-0.07445241466718637
11066,691429736665.9374,-0.07419309099689682
11067,8052864037506.35,-0.0432423749247131
11068,6543653334442.562,-0.0495877622574908
11069,89383979952806.47,0.29870950206764635
1107,3885567149605.816,-0.06076352875083353
11070,6885578437412.886,-0.0481501583412569
11071,706684440992.6353,-0.07412895349283366
11072,3101636652256.265,-0.0640595182621468
11073,555557536177.0238,-0.07476435764515789
11074,3262032300272.468,-0.063385144226044
11075,1414885636413.9307,-0.07115136336220339
11076,22544272349767.016,0.017685896092751268
11077,3157694448183.763,-0.0638238265675016
11078,795231485364.0721,-0.07375666267050594
11079,1450787681016.2373,-0.0710004153344841
1108,1938667872436.334,-0.06894915186261394
11080,2698919988070.0854,-0.06575271670981078
11081,2669373994051.391,-0.06587694109796279
11082,1582333543426.6848,-0.07044733851934885
11083,710669613041.3685,-0.07411219807214547
11084,12416672633092.365,-0.024894999221051897
11085,32134507360178.555,0.058007473212427066
11086,4663168025997.214,-0.057494151757287074
11087,1816440201305.9387,-0.06946305089243877
11088,32516688936795.297,0.05961433309631327
11089,5237752265885.334,-0.05507834623059801
1109,11840654086844.275,-0.027316835204183786
11090,13722672938895.727,-0.019403998010799943
11091,2548162539830.4473,-0.06638656750376534
11092,2324098437909.301,-0.06732863179682552
11093,923576210573.6796,-0.07321704484781186
11094,1883183347294.5198,-0.06918243327407315
11095,7529170226983.985,-0.04544421464450619
11096,700887154415.343,-0.07415332784211263
11097,4175140948657.713,-0.059546032802336696
11098,13769059731456.947,-0.01920896747905999
11099,9927640258342.002,-0.03535998894684171
1110,9839886694574.854,-0.03572894362679711
11100,1770599196760.0276,-0.06965578669067883
11101,4533209080671.852,-0.05804055647319231
11102,9459471584720.232,-0.03732837650543257
11103,3567857740389.6655,-0.062099319211802215
11104,390523261370.5756,-0.07545823451384501
11105,10192174759394.225,-0.034247769249054094
11106,15108022580475.885,-0.013579377201190342
11107,1090162890358.43,-0.0725166409840109
11108,3628757323764.4805,-0.061843270507579866
11109,1625473551608.5632,-0.07026595890091816
1111,3396283436250.297,-0.0628206932478503
11110,2373336623983.7173,-0.06712161274933846
11111,13076178678031.633,-0.02212214497680852
11112,951248800174.4281,-0.07310069707797344
11113,828913085822.813,-0.07361505036914556
11114,5904973604019.852,-0.052273053491444406
11115,1465643411979.6726,-0.07093795529038081
11116,9749171781367.871,-0.036110349125703975
11117,601449274145.4735,-0.07457140854123688
11118,525148600765.6471,-0.07489221021946768
11119,4765919584301.708,-0.057062138894427766
1112,4796571309243.815,-0.05693326552586458
11120,11334517089374.926,-0.029444858339636205
