insee,Description,norm_km2_total_traffic,norm_total_traffic_period
10111,Curfew 9pm,130984831492605.7,-0.055844556178882156
10112,Curfew 9pm,69086644496118.414,-0.0761890663019919
10113,Curfew 9pm,139990291005338.81,-0.05288466880398293
10114,Curfew 9pm,131815442646661.17,-0.05557155340041614
10115,Curfew 9pm,212292858118259.2,-0.029120478285137728
10116,Curfew 9pm,263184889280654.7,-0.012393438392552034
10117,Curfew 9pm,184085425514081.06,-0.03839161248160789
10118,Curfew 9pm,110492804378690.81,-0.06257981408047045
10119,Curfew 9pm,14403513876540.303,-0.09416215337345125
1012,Curfew 9pm,71339766217004.22,-0.07544851702448623
10120,Curfew 9pm,47481037833990.66,-0.08329033218363283
10121,Curfew 9pm,20373278935425.105,-0.09220002893061481
10122,Curfew 9pm,85795445264450.05,-0.07069726786861229
10123,Curfew 9pm,126761662203292.6,-0.05723261477198622
10124,Curfew 9pm,47271924276162.27,-0.0833590629995186
10125,Curfew 9pm,81223783718841.75,-0.07219986784943787
10126,Curfew 9pm,96422361335528.08,-0.06720444502393425
10127,Curfew 9pm,68808511950823.12,-0.07628048207130429
10128,Curfew 9pm,54679436083615.945,-0.0809243842752072
10129,Curfew 9pm,96803895525552.98,-0.06707904351271203
1013,Curfew 9pm,18996011653142.793,-0.09265270500282691
10130,Curfew 9pm,82304632785687.81,-0.07184461762565907
10131,Curfew 9pm,60320111331681.0,-0.07907042408260986
10132,Curfew 9pm,57963553319057.64,-0.07984497048969982
10133,Curfew 9pm,27473168049716.332,-0.08986645870881087
10134,Curfew 9pm,92924159496126.22,-0.06835422349383403
10135,Curfew 9pm,52449800311207.37,-0.08165721426173311
10136,Curfew 9pm,63650699290144.74,-0.07797573643948522
10137,Curfew 9pm,25097821291269.535,-0.09064718054442553
10138,Curfew 9pm,351820868918898.9,0.01673916907985007
10139,Curfew 9pm,40846028973416.8,-0.08547110696042116
1014,Curfew 9pm,197790283069250.0,-0.03388714107790208
10140,Curfew 9pm,28250664381781.535,-0.08961091355044817
10141,Curfew 9pm,25109942180788.92,-0.09064319668687663
10142,Curfew 9pm,36977232924483.195,-0.08674269122162487
10143,Curfew 9pm,12117446855463.725,-0.09491353101323638
10144,Curfew 9pm,130502387751278.73,-0.05600312433823412
10145,Curfew 9pm,6162122157998.774,-0.09687090924146878
10146,Curfew 9pm,199106416910516.2,-0.03345455816140201
10147,Curfew 9pm,1825850770757756.5,0.5012188883554557
10148,Curfew 9pm,30249325545994.97,-0.08895399960415902
10149,Curfew 9pm,90282477353801.53,-0.06922248364319208
1015,Curfew 9pm,105907554782382.88,-0.0640868801409734
10150,Curfew 9pm,281100735255970.66,-0.006504911967221105
10151,Curfew 9pm,48576675406135.52,-0.08293022131836587
10153,Curfew 9pm,192186443864031.66,-0.03572899411061391
10154,Curfew 9pm,88452284001748.33,-0.06982402609515773
10155,Curfew 9pm,28379144076147.05,-0.08956868523053338
10156,Curfew 9pm,63414430013802.34,-0.07805339271534029
10157,Curfew 9pm,169455814880500.12,-0.04320002894861898
10158,Curfew 9pm,99746313879443.64,-0.06611193828892657
10159,Curfew 9pm,31908102806445.164,-0.08840879767814577
1016,Curfew 9pm,276004922050068.34,-0.008179788540889398
10160,Curfew 9pm,2630259975900.612,-0.09803175109167034
10161,Curfew 9pm,36750185734215.07,-0.08681731640993767
10162,Curfew 9pm,233848786831634.5,-0.022035540402430706
10163,Curfew 9pm,26730297193603.324,-0.09011062326977308
10164,Curfew 9pm,228115507386076.38,-0.023919937464422093
10165,Curfew 9pm,142145102089502.6,-0.05217643197117154
10166,Curfew 9pm,135816640732998.23,-0.05425645163537298
10167,Curfew 9pm,244507471810930.7,-0.018532275848452167
10168,Curfew 9pm,574040839915470.0,0.08977776146630331
10169,Curfew 9pm,142489844357495.97,-0.052063123118337884
1017,Curfew 9pm,121061608521266.31,-0.05910609128984988
10170,Curfew 9pm,72199098147207.92,-0.07516607438761007
10171,Curfew 9pm,179919636774049.3,-0.03976081140817939
10172,Curfew 9pm,71792847573137.25,-0.07529959960567775
10173,Curfew 9pm,553799423566509.7,0.0831248735579568
10174,Curfew 9pm,21940024255010.613,-0.09168507578640638
10175,Curfew 9pm,87524608241643.19,-0.07012893177670045
10176,Curfew 9pm,69160184557675.56,-0.0761648953755173
10177,Curfew 9pm,292542260724174.56,-0.0027443457534658917
10178,Curfew 9pm,61418828976006.05,-0.07870930086847308
10179,Curfew 9pm,89889588279995.31,-0.06935161724349873
10180,Curfew 9pm,36930587384226.26,-0.08675802253764563
10181,Curfew 9pm,35995315774961.05,-0.08706542480006783
10182,Curfew 9pm,49598784353395.94,-0.08259427762060231
10183,Curfew 9pm,130067184647773.72,-0.0561461655866857
10184,Curfew 9pm,231938793995126.94,-0.022663311109181784
10185,Curfew 9pm,41093382363531.73,-0.0853898075913546
10186,Curfew 9pm,91480116920976.31,-0.06882884706867323
10187,Curfew 9pm,92592300070899.8,-0.06846329805261474
10188,Curfew 9pm,45452233261797.6,-0.08395715357468804
10189,Curfew 9pm,190701395847516.66,-0.03621709523071631
1019,Curfew 9pm,45204288450656.13,-0.08403864733024062
10190,Curfew 9pm,60937266044360.38,-0.07886757952594549
10191,Curfew 9pm,622485327426960.5,0.10570035006558351
10192,Curfew 9pm,68882052154406.51,-0.07625631109814893
10193,Curfew 9pm,231779101135551.12,-0.022715798478455018
10194,Curfew 9pm,78379062767104.11,-0.07313486218462466
10195,Curfew 9pm,66934809136452.914,-0.07689632508261603
10196,Curfew 9pm,24891571116046.98,-0.09071497023231972
10197,Curfew 9pm,27742224566269.73,-0.08977802602135558
10198,Curfew 9pm,115566310347760.61,-0.06091226938238008
10199,Curfew 9pm,87212074240345.77,-0.07023165451320923
10200,Curfew 9pm,353586163246203.8,0.01731938071535664
10201,Curfew 9pm,168564527141633.66,-0.04349297472467219
10202,Curfew 9pm,45923727257772.95,-0.0838021843447387
10203,Curfew 9pm,23203896402208.613,-0.0912696700864875
10204,Curfew 9pm,136795176299277.23,-0.053934829505550085
10205,Curfew 9pm,15040390598493.361,-0.09395282664603544
10206,Curfew 9pm,110124272194235.7,-0.06270094213156771
10207,Curfew 9pm,100221400781901.77,-0.06595578815326969
10208,Curfew 9pm,88590199702417.88,-0.06977869637704229
10209,Curfew 9pm,61733479615399.84,-0.07860588244171443
1021,Curfew 9pm,310944998447880.4,0.0033042107888139874
10210,Curfew 9pm,35563884103872.37,-0.08720722646544443
10211,Curfew 9pm,60731366676749.3,-0.07893525391144798
10212,Curfew 9pm,204393208080272.25,-0.03171691152438543
10213,Curfew 9pm,79614912725751.66,-0.07272866673344325
10214,Curfew 9pm,116039272967095.67,-0.06075681744971748
10215,Curfew 9pm,6562452113759.895,-0.09673932999443803
10216,Curfew 9pm,84613838761090.44,-0.07108563474388921
10217,Curfew 9pm,124539949693685.81,-0.057962840564300615
10218,Curfew 9pm,15664819905587.283,-0.09374759109753608
10219,Curfew 9pm,6783236015855.17,-0.09666676340486324
1022,Curfew 9pm,405795633516290.06,0.03447943253548904
10220,Curfew 9pm,121922297566590.31,-0.05882320260045357
10221,Curfew 9pm,177138216317194.34,-0.04067500032690041
10222,Curfew 9pm,35339915279617.945,-0.08728083986566508
10223,Curfew 9pm,35321982587667.29,-0.08728673392897497
10224,Curfew 9pm,39251399982883.64,-0.08599522482581758
10225,Curfew 9pm,323914381183998.7,0.007566948538797158
10226,Curfew 9pm,56414800621492.19,-0.0803540098729632
10227,Curfew 9pm,56229427239670.086,-0.08041493783912881
10228,Curfew 9pm,191584784625438.16,-0.03592674566141333
10229,Curfew 9pm,132555519409613.66,-0.05532830719359882
1023,Curfew 9pm,689226983887990.1,0.12763679717964174
10230,Curfew 9pm,94860928746399.42,-0.06771765199585869
10231,Curfew 9pm,85332655833837.81,-0.07084937610817177
10232,Curfew 9pm,141794382477816.5,-0.05229170543937063
10233,Curfew 9pm,89491654053724.64,-0.06948240906935875
10234,Curfew 9pm,84617159301472.73,-0.07108454335865322
10235,Curfew 9pm,619113484423243.2,0.10459210283813959
10236,Curfew 9pm,75252977783215.73,-0.0741623344045142
10237,Curfew 9pm,22753389638662.18,-0.0914177412959402
10238,Curfew 9pm,61954921121376.91,-0.07853309971287162
10239,Curfew 9pm,189404689220900.4,-0.036643292868676125
1024,Curfew 9pm,112470929645503.34,-0.06192964981123699
10240,Curfew 9pm,22028426851543.074,-0.09165601988659197
10241,Curfew 9pm,93074512788506.89,-0.06830480582544489
10242,Curfew 9pm,23653682782006.96,-0.09112183565060064
10243,Curfew 9pm,148500425178004.2,-0.05008758347360583
10245,Curfew 9pm,223428638943315.38,-0.025460403302053913
10246,Curfew 9pm,228641499208554.44,-0.02374705605260166
10247,Curfew 9pm,53772360878107.03,-0.08122251902836153
10248,Curfew 9pm,104146305149605.16,-0.06466576237843544
10249,Curfew 9pm,169537025038331.06,-0.043173337037946624
1025,Curfew 9pm,83592666783308.69,-0.07142127048133973
10250,Curfew 9pm,24676203855842.016,-0.0907857564963128
10251,Curfew 9pm,49097729071760.7,-0.0827589629651027
10252,Curfew 9pm,53380312269457.1,-0.08135137638710585
10253,Curfew 9pm,199634937634687.62,-0.03328084555777132
10254,Curfew 9pm,102339118074221.14,-0.06525974319650996
10255,Curfew 9pm,152567643777678.5,-0.0487507822846038
10256,Curfew 9pm,31015167895461.184,-0.08870228484178147
10257,Curfew 9pm,154435650306480.6,-0.048136811511317566
10258,Curfew 9pm,6739954219709.063,-0.09668098913557635
10259,Curfew 9pm,168854042574516.1,-0.0433978176620686
1026,Curfew 9pm,1587275951737744.8,0.4228048336603295
10260,Curfew 9pm,130157081765895.94,-0.056116618472005594
10261,Curfew 9pm,33627986855816.625,-0.08784351135635093
10262,Curfew 9pm,56484869991794.55,-0.0803309796828622
10263,Curfew 9pm,51190419433300.19,-0.08207114378475594
10264,Curfew 9pm,49447947524924.79,-0.08264385421618084
10265,Curfew 9pm,5310441587569630.0,1.646523728245961
10266,Curfew 9pm,103035237302594.84,-0.06503094482008345
10267,Curfew 9pm,27322875111928.016,-0.08991585654003394
10268,Curfew 9pm,129045701769521.33,-0.056481903509968796
10269,Curfew 9pm,89153113344757.38,-0.06959367961240485
1027,Curfew 9pm,362109602491840.75,0.020120839117141694
10270,Curfew 9pm,95184727752624.9,-0.06761122671137693
10271,Curfew 9pm,159260229427199.72,-0.04655108334181909
10272,Curfew 9pm,107548595389796.44,-0.0635475078447888
10273,Curfew 9pm,88732403164083.73,-0.06973195737052555
10274,Curfew 9pm,63005309237649.46,-0.07818786130280456
10275,Curfew 9pm,156346365753349.12,-0.047508803299164196
10276,Curfew 9pm,83978749426453.27,-0.07129437399821241
10278,Curfew 9pm,39879782402727.77,-0.08578868998009699
10279,Curfew 9pm,24003709571179.71,-0.09100678989722359
1028,Curfew 9pm,438494219325616.25,0.04522670547333714
10280,Curfew 9pm,205376366699752.1,-0.03139376990332688
10281,Curfew 9pm,68908517392372.836,-0.07624761258325144
10282,Curfew 9pm,94231354087393.95,-0.06792457870316464
10283,Curfew 9pm,69760222960804.47,-0.07596767655604841
10284,Curfew 9pm,202688981010150.34,-0.032277051757283376
10285,Curfew 9pm,365188221658842.2,0.021132710414952318
10286,Curfew 9pm,139030566254797.8,-0.05320010825140791
10287,Curfew 9pm,44371299008638.8,-0.08431243179724814
10288,Curfew 9pm,39193954518683.06,-0.08601410582839074
10289,Curfew 9pm,10516066331520.031,-0.09543986795234854
1029,Curfew 9pm,135542552068138.33,-0.0543465382742141
10290,Curfew 9pm,93195740415219.1,-0.06826496109333687
10291,Curfew 9pm,126525349859191.17,-0.05731028520322291
10293,Curfew 9pm,46181736352931.125,-0.08371738269055458
10294,Curfew 9pm,155738320763483.7,-0.04770865369950509
10295,Curfew 9pm,113153170025360.48,-0.06170541309304061
10296,Curfew 9pm,190633855494634.06,-0.03623929419097045
10297,Curfew 9pm,941650848615536.5,0.21060271460716654
10298,Curfew 9pm,25012322498183.168,-0.09067528203084803
10299,Curfew 9pm,71168934138149.97,-0.07550466559888307
1030,Curfew 9pm,1875956429476375.2,0.5176874657159505
10300,Curfew 9pm,102016294303582.1,-0.06536584794348936
10301,Curfew 9pm,88073225254149.52,-0.06994861398540102
10302,Curfew 9pm,45754679173542.99,-0.0838577465611426
10303,Curfew 9pm,548262100086259.9,0.0813048827138749
10304,Curfew 9pm,343030768828564.3,0.013850065392837264
10305,Curfew 9pm,88035910636816.05,-0.06996087844171092
10306,Curfew 9pm,38038218859424.7,-0.08639396955235984
10307,Curfew 9pm,64403930043596.87,-0.07772816681859286
10308,Curfew 9pm,55039351083007.76,-0.08080608849460541
10309,Curfew 9pm,202215390332345.56,-0.032432710118316735
1031,Curfew 9pm,875529923195742.1,0.18887028750669696
10310,Curfew 9pm,100717868229196.33,-0.06579261072437582
10312,Curfew 9pm,87631313095928.39,-0.0700938603457987
10313,Curfew 9pm,139534252237996.52,-0.053034558255821845
10314,Curfew 9pm,28391498106025.344,-0.08956462474511181
10315,Curfew 9pm,424372849339463.25,0.04058533601526607
10316,Curfew 9pm,31277511557861.414,-0.08861605851505985
10317,Curfew 9pm,30688753083324.945,-0.08880956988149057
10318,Curfew 9pm,39110747165795.87,-0.08604145417113343
10319,Curfew 9pm,66429154677707.86,-0.07706252207083021
1032,Curfew 9pm,344036407788329.25,0.014180595784596435
10320,Curfew 9pm,97214168995970.77,-0.06694419606116016
10321,Curfew 9pm,355310440397984.3,0.017886110948851782
10323,Curfew 9pm,217013070511685.06,-0.0275690530579864
10324,Curfew 9pm,414540708315783.0,0.037353737445190716
10325,Curfew 9pm,823776874368759.2,0.17186025091512286
10326,Curfew 9pm,133394908439432.02,-0.05505241932930102
10327,Curfew 9pm,284135376523961.25,-0.005507495193121649
10328,Curfew 9pm,181091990882862.28,-0.03937548558214238
10329,Curfew 9pm,406239703333163.7,0.03462538806864974
1033,Curfew 9pm,640885380577869.9,0.1117480242505427
10330,Curfew 9pm,29995306384856.832,-0.08903748985881756
10331,Curfew 9pm,38557952821446.31,-0.0862231449553119
10332,Curfew 9pm,231740510030592.25,-0.022728482486882317
10333,Curfew 9pm,2275304631120987.0,0.6489440327534559
10334,Curfew 9pm,150529854785489.8,-0.04942055664782864
10335,Curfew 9pm,49746204804986.29,-0.08254582390951214
10336,Curfew 9pm,176816381091051.1,-0.04078078016204512
10337,Curfew 9pm,277780397561485.3,-0.007596230584379204
10338,Curfew 9pm,126022466478096.78,-0.05747557140196084
10339,Curfew 9pm,75184695648756.39,-0.07418477717130824
1034,Curfew 9pm,141461189337829.1,-0.05240121835951172
10340,Curfew 9pm,265221775691772.56,-0.01172396068696166
10341,Curfew 9pm,143759890514371.34,-0.05164568816346863
10342,Curfew 9pm,187786435211709.03,-0.03717517573422153
10343,Curfew 9pm,837661263943626.2,0.17642373036364228
10344,Curfew 9pm,435862922716288.56,0.044361858809760235
10345,Curfew 9pm,108714324199945.12,-0.06316435960201043
10346,Curfew 9pm,33335951507789.457,-0.08793949665709297
10347,Curfew 9pm,115815994000642.8,-0.06083020410954866
10348,Curfew 9pm,52198065412781.6,-0.08173995373178664
10349,Curfew 9pm,84997761410842.45,-0.07095944820090025
1035,Curfew 9pm,55583198275267.28,-0.08062733843349333
10350,Curfew 9pm,46073941606026.484,-0.08375281234408778
10351,Curfew 9pm,137892275326692.55,-0.053574238293555926
10352,Curfew 9pm,150782587273316.25,-0.04933748929308826
10353,Curfew 9pm,64208730799966.14,-0.07779232431949502
10354,Curfew 9pm,118694625304620.78,-0.05988406422167434
10355,Curfew 9pm,38268813860938.055,-0.08631817828010668
10356,Curfew 9pm,57699472303303.85,-0.07993176784450165
10357,Curfew 9pm,486071390348779.06,0.06086422709516735
10358,Curfew 9pm,225915998333518.44,-0.024642865491186043
10359,Curfew 9pm,37619501441942.85,-0.0865315923350621
1036,Curfew 9pm,75297967067851.1,-0.07414754746161477
10360,Curfew 9pm,237821424135179.0,-0.020729825909662263
10361,Curfew 9pm,41278575819134.24,-0.08532893876279823
10362,Curfew 9pm,1293546952774925.0,0.3262628688174965
10363,Curfew 9pm,222888720575088.38,-0.0256378620490875
10364,Curfew 9pm,61412229507986.55,-0.07871146996179301
10365,Curfew 9pm,110739372993399.02,-0.06249877264902663
10366,Curfew 9pm,21290082763368.734,-0.0918986966030692
10367,Curfew 9pm,57400715165861.305,-0.08002996244279248
10368,Curfew 9pm,55634964850103.93,-0.08061032395121354
10369,Curfew 9pm,75399842806636.47,-0.07411406324988598
1037,Curfew 9pm,209729879726179.16,-0.029962870322338152
10370,Curfew 9pm,170866104436326.97,-0.04273649921475677
10371,Curfew 9pm,133465964392474.03,-0.055029064872149425
10372,Curfew 9pm,11513348606794.588,-0.09511208421053925
10373,Curfew 9pm,94840448047245.39,-0.06772438353052047
10374,Curfew 9pm,82014204205904.95,-0.07194007481864226
10375,Curfew 9pm,104856693568250.5,-0.06443227404742356
10376,Curfew 9pm,184353241274509.56,-0.03830358760214776
10377,Curfew 9pm,17489857349108.123,-0.09314774327409546
10378,Curfew 9pm,10169758686341.838,-0.095553691308652
10379,Curfew 9pm,170810833400002.97,-0.04275466553290874
1038,Curfew 9pm,62838092948465.195,-0.07824282145031665
10380,Curfew 9pm,196014517043579.03,-0.034470794519764404
10381,Curfew 9pm,36571136539462.23,-0.08687616576129897
10382,Curfew 9pm,57892066075628.34,-0.07986846670208005
10383,Curfew 9pm,151075721773729.4,-0.049241142726242505
10384,Curfew 9pm,65141147955168.63,-0.07748586025045767
10386,Curfew 9pm,81999298101738.45,-0.07194497411217292
10387,Curfew 9pm,1808081847453237.2,0.49537865203211934
10388,Curfew 9pm,86908688574880.17,-0.07033137040218382
10389,Curfew 9pm,180303528064766.06,-0.03963463517218392
1039,Curfew 9pm,168767348185818.3,-0.043426312113264386
10390,Curfew 9pm,39054603309472.49,-0.08605990736514033
10391,Curfew 9pm,280801646691958.22,-0.006603215497801131
10392,Curfew 9pm,72791180722265.66,-0.07497147046580761
10393,Curfew 9pm,109986608314514.11,-0.0627461890819306
10394,Curfew 9pm,12805407509626.975,-0.09468741417246818
10395,Curfew 9pm,45384359161797.805,-0.08397946222994188
10396,Curfew 9pm,66212672668683.305,-0.07713367472711594
10397,Curfew 9pm,13642421604844.4,-0.09441230689453932
10398,Curfew 9pm,27108026469891.15,-0.08998647234616576
10399,Curfew 9pm,276517159500968.16,-0.008011427874593007
1040,Curfew 9pm,74174456979633.19,-0.07451681938171902
10400,Curfew 9pm,85848916971820.03,-0.07067969294849467
10401,Curfew 9pm,26415538326715.363,-0.09021407726841935
10402,Curfew 9pm,145562123472180.8,-0.051053335649873396
10403,Curfew 9pm,125250564694263.11,-0.05772927776102014
10404,Curfew 9pm,28493746231350.254,-0.0895310181384941
10405,Curfew 9pm,182105796834338.84,-0.03904227088808592
10406,Curfew 9pm,271098381258657.88,-0.009792455626049195
10408,Curfew 9pm,145134899507840.53,-0.051193754338838375
10409,Curfew 9pm,101088954916640.27,-0.06567064306691144
1041,Curfew 9pm,848139045556940.9,0.1798675361428311
10410,Curfew 9pm,78814473943453.9,-0.07299175254741563
10411,Curfew 9pm,105629470919352.83,-0.06417827990954514
10412,Curfew 9pm,333442969904952.3,0.010698776450063632
10414,Curfew 9pm,142168623571890.66,-0.05216870100101273
10416,Curfew 9pm,141587441585313.8,-0.05235972215014514
10417,Curfew 9pm,100269016925844.89,-0.06594013782214563
10418,Curfew 9pm,78491937136632.66,-0.07309776297598962
10419,Curfew 9pm,163222309018639.47,-0.045248838926143606
1042,Curfew 9pm,979704539418719.2,0.2231100873644813
10420,Curfew 9pm,84377726564382.7,-0.07116323939128191
10421,Curfew 9pm,195622869870777.66,-0.03459951993578018
10422,Curfew 9pm,169757938054925.2,-0.043100728011406304
10423,Curfew 9pm,185749276782321.3,-0.03784474284595953
10424,Curfew 9pm,157227070056544.56,-0.04721933605494842
10425,Curfew 9pm,325044844844402.75,0.007938505938114902
10426,Curfew 9pm,25448428089422.05,-0.09053194415543969
10427,Curfew 9pm,62777720180794.51,-0.07826266459019902
10428,Curfew 9pm,27349712335033.24,-0.08990703576217865
10429,Curfew 9pm,102664644610898.12,-0.06515275011250991
1043,Curfew 9pm,438950211347184.75,0.04537657956091557
10430,Curfew 9pm,77288238791012.61,-0.07349339093160369
10431,Curfew 9pm,21754854202622.215,-0.09174593692286465
10432,Curfew 9pm,116448889342061.12,-0.06062218597032457
10433,Curfew 9pm,86329294893538.14,-0.0705218037765248
10434,Curfew 9pm,193754116362357.1,-0.03521373622408304
10435,Curfew 9pm,443344824929595.2,0.04682098794915445
10436,Curfew 9pm,79530612489811.39,-0.07275637428170414
10437,Curfew 9pm,128305412584559.1,-0.05672521953501404
10438,Curfew 9pm,26727186359110.19,-0.09011164572950749
10439,Curfew 9pm,165095939354952.62,-0.04463301973670189
1044,Curfew 9pm,135884924945059.47,-0.05423400818571901
