insee,Description,norm_km2_total_traffic,norm_total_traffic_period
10082,Before Lockdown,71805429084447.78,-0.0650904381960233
10083,Before Lockdown,125095819517426.25,-0.04830870257457732
10084,Before Lockdown,50346849749121.05,-0.07184798307965815
10085,Before Lockdown,535847382122664.9,0.08104152499424075
10086,Before Lockdown,54538135741358.92,-0.07052810058557009
10087,Before Lockdown,14094175715004.48,-0.083264352640248
10089,Before Lockdown,47704163143553.734,-0.07268019443304921
1009,Before Lockdown,142198171105846.2,-0.042922982174895895
10090,Before Lockdown,99607751173830.44,-0.05633517828564418
10091,Before Lockdown,58376413342558.984,-0.0693193843532117
10092,Before Lockdown,62098364951608.43,-0.06814730046732916
10093,Before Lockdown,113845956070578.92,-0.05185140947930151
10094,Before Lockdown,25326219285428.668,-0.07972725741246049
10095,Before Lockdown,62446440975181.625,-0.06803768746287733
10096,Before Lockdown,78114500183661.11,-0.06310364165834242
10097,Before Lockdown,87290287546571.62,-0.060214084340562364
10098,Before Lockdown,5519082216537.699,-0.08596474479071337
10099,Before Lockdown,14943794895971.547,-0.08299679812698484
1010,Before Lockdown,54151712855267.2,-0.07064978944278767
10100,Before Lockdown,161468993555226.6,-0.0368543862249365
10101,Before Lockdown,181510549888234.16,-0.030543077617696274
10102,Before Lockdown,41837024227886.92,-0.07452782161943375
10103,Before Lockdown,39410546469299.55,-0.07529194640638094
10104,Before Lockdown,320318134797798.9,0.013168972027227567
10105,Before Lockdown,282919932844059.3,0.0013918630061476468
10106,Before Lockdown,196830498292910.88,-0.025718655770293638
10107,Before Lockdown,265804531987701.2,-0.003997966752891307
10108,Before Lockdown,36764195354338.84,-0.07612531175446641
10109,Before Lockdown,180474076338612.38,-0.030869474646260928
1011,Before Lockdown,137771525839736.34,-0.04431698191748004
10110,Before Lockdown,141818811250491.03,-0.043042446805314896
10111,Before Lockdown,94059532579811.06,-0.058082373921824096
10112,Before Lockdown,56617828978804.78,-0.06987318209461967
10113,Before Lockdown,153101861464952.44,-0.039489289019002026
10114,Before Lockdown,114405711752133.28,-0.05167513620030834
10115,Before Lockdown,222422074812708.6,-0.017659584185307203
10116,Before Lockdown,287343865585150.25,0.00278500854448664
10117,Before Lockdown,162593923205586.34,-0.036500133388136485
10118,Before Lockdown,91126456314757.88,-0.05900603220313404
10119,Before Lockdown,16582354868897.527,-0.082480797398859
1012,Before Lockdown,53162354989457.91,-0.07096134921940238
10120,Before Lockdown,43904430954839.67,-0.07387677228705262
10121,Before Lockdown,17474613602193.23,-0.08219981521714789
10122,Before Lockdown,93196318328479.7,-0.05835420967368871
10123,Before Lockdown,116791490659159.19,-0.05092382793359025
10124,Before Lockdown,81588066980965.47,-0.06200977690745254
10125,Before Lockdown,115486488367070.81,-0.05133478764458639
10126,Before Lockdown,224852539269701.22,-0.016894203942768568
10127,Before Lockdown,63531131063846.766,-0.06769610651082794
10128,Before Lockdown,50934494917706.5,-0.07166292709154667
10129,Before Lockdown,81079589249915.62,-0.062169902190501516
1013,Before Lockdown,15810237279249.723,-0.08272394580052879
10130,Before Lockdown,79543012321792.5,-0.06265378732551861
10131,Before Lockdown,72131886461647.72,-0.06498763314334255
10132,Before Lockdown,55984187626988.3,-0.07007272279151835
10133,Before Lockdown,28484751461226.832,-0.07873260056165848
10134,Before Lockdown,98498186559051.69,-0.056684592502144374
10135,Before Lockdown,110794820517332.5,-0.052812245941255616
10136,Before Lockdown,61002557013232.3,-0.06849238255369214
10137,Before Lockdown,25726257171993.695,-0.07960128104042885
10138,Before Lockdown,312957827186828.44,0.010851129440294977
10139,Before Lockdown,38066913462793.35,-0.07571507135825747
1014,Before Lockdown,180379689742750.12,-0.0308991980332562
10140,Before Lockdown,29019816027363.125,-0.07856410278905171
10141,Before Lockdown,23158717010887.89,-0.08040982794412085
10142,Before Lockdown,61618175232064.35,-0.06829851754147802
10143,Before Lockdown,6708802120267.365,-0.08559008878377204
10144,Before Lockdown,100819823583639.4,-0.055953483226362434
10145,Before Lockdown,2400113039705.2573,-0.08694694281387984
10146,Before Lockdown,213474803029465.44,-0.020477179409880565
10147,Before Lockdown,1840287377456090.0,0.49182416249915917
10148,Before Lockdown,30789500167106.32,-0.0780068096049459
10149,Before Lockdown,87003946989681.56,-0.060304256161117335
1015,Before Lockdown,111881679297776.38,-0.052469982044086476
10150,Before Lockdown,280236832543810.8,0.0005469249315951309
10151,Before Lockdown,33788638799263.72,-0.07706234755075565
10153,Before Lockdown,180720648145944.7,-0.030791826446487328
10154,Before Lockdown,76099099629898.8,-0.06373831366937022
10155,Before Lockdown,26878112867342.047,-0.07923854889310664
10156,Before Lockdown,129736893104531.56,-0.04684717697295068
10157,Before Lockdown,147612023898005.9,-0.04121809982156213
10158,Before Lockdown,104579516576641.62,-0.054769514159637024
10159,Before Lockdown,23523029901785.25,-0.08029510176987348
1016,Before Lockdown,206209472664659.8,-0.022765112607479716
10160,Before Lockdown,4018399901337.4585,-0.08643732631358929
10161,Before Lockdown,30848528425788.26,-0.07798822095090628
10162,Before Lockdown,243820753453879.88,-0.010920902695329077
10163,Before Lockdown,16138683712585.785,-0.08262051437198661
10164,Before Lockdown,192035890467067.56,-0.027228531008363296
10165,Before Lockdown,111156515139355.0,-0.05269834428894713
10166,Before Lockdown,132292860427344.27,-0.04604227448452843
10167,Before Lockdown,204203120365117.38,-0.023396935222792452
10168,Before Lockdown,470441303995638.1,0.0604444247995283
10169,Before Lockdown,103569276746270.52,-0.055087649898741146
1017,Before Lockdown,82316311624385.72,-0.06178044458366364
10170,Before Lockdown,66871658392787.08,-0.06664413736564039
10171,Before Lockdown,148510129890705.1,-0.04093527627294375
10172,Before Lockdown,24648444480650.312,-0.07994069622370306
10173,Before Lockdown,702658881060753.6,0.1335723180894202
10174,Before Lockdown,21097841833541.742,-0.08105882041901218
10175,Before Lockdown,90424676841202.69,-0.059227030351094175
10176,Before Lockdown,159022929616519.72,-0.037624678917465335
10177,Before Lockdown,269690345120006.25,-0.0027742810540090724
10178,Before Lockdown,116923785617237.72,-0.050882166782443006
10179,Before Lockdown,79907189428774.72,-0.06253910391113371
10180,Before Lockdown,36699130802616.22,-0.07614580130420447
10181,Before Lockdown,26547704717588.484,-0.07934259808792928
10182,Before Lockdown,69141070950302.016,-0.065929474154379
10183,Before Lockdown,223343606894134.66,-0.017369383501252864
10184,Before Lockdown,193799376118802.03,-0.026673189796952188
10185,Before Lockdown,28306499664254.45,-0.07878873403162436
10186,Before Lockdown,72054735093580.44,-0.0650119289657454
10187,Before Lockdown,89702943807991.31,-0.05945431209653101
10188,Before Lockdown,39641152852502.42,-0.07521932589592707
10189,Before Lockdown,160660072122075.62,-0.03710912456555222
1019,Before Lockdown,28733387866304.32,-0.07865430219713207
10190,Before Lockdown,55229240870998.75,-0.07031046390702432
10191,Before Lockdown,494157108342378.7,0.06791279490084105
10192,Before Lockdown,46397514542649.57,-0.07309167258497012
10193,Before Lockdown,215117613108518.38,-0.019959840276147136
10194,Before Lockdown,123242753903477.78,-0.04889225351068063
10195,Before Lockdown,64750242289210.375,-0.06731219485037726
10196,Before Lockdown,13765370547618.537,-0.08336789703812543
10197,Before Lockdown,29728334272466.688,-0.07834098252711155
10198,Before Lockdown,109243737004056.44,-0.05330069936100151
10199,Before Lockdown,86444174227109.47,-0.06048053481911264
10200,Before Lockdown,317127085076781.0,0.012164075040399132
10201,Before Lockdown,147246817403225.6,-0.04133310740159377
10202,Before Lockdown,49504858492294.71,-0.07211313547491784
10203,Before Lockdown,24621387548819.81,-0.07994921675194498
10204,Before Lockdown,129454625884007.0,-0.046936066054658596
10205,Before Lockdown,18249204370940.543,-0.0819558879839204
10206,Before Lockdown,102723391768360.22,-0.055354028470001496
10207,Before Lockdown,110900748101856.1,-0.05277888816879326
10208,Before Lockdown,66052229164306.875,-0.06690218472767152
10209,Before Lockdown,48745260200885.91,-0.07235234141057253
1021,Before Lockdown,108980576333341.66,-0.05338357157803757
10210,Before Lockdown,39686764003076.47,-0.07520496243819849
10211,Before Lockdown,60505609806245.305,-0.06864887674669229
10212,Before Lockdown,209139007382757.56,-0.02184256959862723
10213,Before Lockdown,70525503244078.25,-0.06549350105395361
10214,Before Lockdown,107323091367554.0,-0.05390553199653652
10215,Before Lockdown,7615340225138.928,-0.08530460986941028
10216,Before Lockdown,63418372253019.72,-0.06773161551229918
10217,Before Lockdown,267404460463301.16,-0.003494131512192338
10218,Before Lockdown,14456975813964.55,-0.08315010286097795
10219,Before Lockdown,7618872938001.441,-0.08530349737890677
1022,Before Lockdown,336134924398588.06,0.01814985468362894
10220,Before Lockdown,114662919868476.55,-0.051594138508734066
10221,Before Lockdown,160940416235029.75,-0.037020841091770174
10222,Before Lockdown,25802416958340.35,-0.07957729747811919
10223,Before Lockdown,34074958271482.47,-0.07697218236999778
10224,Before Lockdown,28362837732687.344,-0.07877099254836288
10225,Before Lockdown,351198925181806.0,0.02289367578329149
10226,Before Lockdown,47895458315263.46,-0.07261995345956021
10227,Before Lockdown,34963936632523.715,-0.07669223321393102
10228,Before Lockdown,172591327670794.4,-0.03335183972256861
10229,Before Lockdown,126430045982145.4,-0.047888539847148755
1023,Before Lockdown,470755525300339.1,0.06054337657712411
10230,Before Lockdown,93595492463035.5,-0.058228505306754864
10231,Before Lockdown,61148510727837.72,-0.06844642010846373
10232,Before Lockdown,84096982720357.66,-0.0612196914850551
10233,Before Lockdown,83867954295280.62,-0.06129181507897533
10234,Before Lockdown,106668053159557.4,-0.05411181080101197
10235,Before Lockdown,821468966808664.1,0.1709869332195222
10236,Before Lockdown,79733538206054.72,-0.0625937886091881
10237,Before Lockdown,21340817386313.305,-0.08098230471972835
10238,Before Lockdown,49205830486790.79,-0.07220730271390789
10239,Before Lockdown,199995773613169.44,-0.024721875428433078
1024,Before Lockdown,112552516012791.53,-0.052258728114342755
10240,Before Lockdown,38417129265427.27,-0.07560478451362182
10241,Before Lockdown,67715374763842.195,-0.06637844171275639
10242,Before Lockdown,20150848778976.78,-0.08135703904619679
10243,Before Lockdown,142608342850548.66,-0.04279381453842228
10245,Before Lockdown,258088219730494.12,-0.006427919155582579
10246,Before Lockdown,259901290729112.56,-0.005856962967900073
10247,Before Lockdown,52840991635962.64,-0.07106255010746046
10248,Before Lockdown,125705264938715.5,-0.048116781444844936
10249,Before Lockdown,120922034191161.62,-0.0496230739146435
1025,Before Lockdown,68907797685751.42,-0.06600293449537918
10250,Before Lockdown,22121944016559.414,-0.08073631927114833
10251,Before Lockdown,52188531314547.93,-0.07126801710682942
10252,Before Lockdown,74966493715863.72,-0.06409498384682984
10253,Before Lockdown,163426124758885.5,-0.036238063879210906
10254,Before Lockdown,71051676286848.2,-0.06532780332077595
10255,Before Lockdown,123144473913863.0,-0.04892320297059626
10256,Before Lockdown,32811113847061.805,-0.07737018101149659
10257,Before Lockdown,179671368093204.06,-0.031122256385072523
10258,Before Lockdown,5163942684191.887,-0.08607658217250262
10259,Before Lockdown,130241128315297.28,-0.04668838770664316
1026,Before Lockdown,1141385828114583.8,0.27173230482701405
10260,Before Lockdown,109077226499739.56,-0.053353135367548585
10261,Before Lockdown,30249328415485.477,-0.07817691568696598
10262,Before Lockdown,46425533772962.58,-0.07308284901825184
10263,Before Lockdown,47371866717018.72,-0.07278483826719555
10264,Before Lockdown,48940741177771.87,-0.07229078228055925
10265,Before Lockdown,4564596547307346.0,1.3497393676246223
10266,Before Lockdown,90338181062680.36,-0.0592542688320987
10267,Before Lockdown,26870857755120.047,-0.07924083360849762
10268,Before Lockdown,108399048635001.12,-0.05356670110684769
10269,Before Lockdown,82494331845312.2,-0.061724384039565795
1027,Before Lockdown,306851079542824.06,0.00892804680502216
10270,Before Lockdown,94292062309954.12,-0.058009147728064175
10271,Before Lockdown,143411548708966.88,-0.04254087609574895
10272,Before Lockdown,102778533374430.22,-0.05533666376602222
10273,Before Lockdown,99078724339276.06,-0.05650177470953992
10274,Before Lockdown,50332300779388.82,-0.07185256471176156
10275,Before Lockdown,165780128443586.2,-0.03549676198279789
10276,Before Lockdown,82127142924880.81,-0.061840015907445485
10278,Before Lockdown,25613969800828.727,-0.0796366415803162
10279,Before Lockdown,18157974093268.695,-0.08198461741127344
1028,Before Lockdown,291371894497821.0,0.0040534795716035445
10280,Before Lockdown,192848404914244.7,-0.02697266118773812
10281,Before Lockdown,60680611817466.86,-0.06859376667034119
10282,Before Lockdown,92353759721611.06,-0.05861954073377591
10283,Before Lockdown,70867178485862.25,-0.06538590372675399
10284,Before Lockdown,191717167809562.38,-0.027328900311934898
10285,Before Lockdown,355080248349326.6,0.024115947542411795
10286,Before Lockdown,168766884237651.78,-0.03455619942180731
10287,Before Lockdown,40257702347884.89,-0.07502516761438742
10288,Before Lockdown,36478508403163.766,-0.07621527774732485
10289,Before Lockdown,8718572983801.215,-0.08495718962470268
1029,Before Lockdown,122868966801757.66,-0.04900996321910664
10290,Before Lockdown,98774558245655.19,-0.05659755998952531
10291,Before Lockdown,115595797136111.42,-0.05130036509957891
10293,Before Lockdown,38121031222459.94,-0.07569802907487823
10294,Before Lockdown,143888406979909.12,-0.04239070813175332
10295,Before Lockdown,60351810053562.61,-0.06869730999642444
10296,Before Lockdown,121958519851751.28,-0.04929667307220059
10297,Before Lockdown,857280362839316.8,0.182264339437387
10298,Before Lockdown,22720070041149.22,-0.08054796274511393
10299,Before Lockdown,63188071417617.41,-0.06780413980235821
1030,Before Lockdown,1388742169982063.0,0.3496275632362897
10300,Before Lockdown,97696129535284.94,-0.05693716916403064
10301,Before Lockdown,80767790378286.86,-0.06226809111702702
10302,Before Lockdown,28177301889468.54,-0.07882941984536525
10303,Before Lockdown,481306321757891.6,0.06386593952529801
10304,Before Lockdown,290504385877237.4,0.003780291475181748
10305,Before Lockdown,83585877626745.8,-0.06138064415374601
10306,Before Lockdown,33458886862019.5,-0.07716619009697329
10307,Before Lockdown,74979383688431.62,-0.06409092465135305
10308,Before Lockdown,67001244295736.09,-0.0666033293260316
10309,Before Lockdown,197940143928214.44,-0.025369216039530625
1031,Before Lockdown,689876310486026.2,0.12954694469274117
10310,Before Lockdown,101292357883486.94,-0.055804676928872844
10312,Before Lockdown,76950925633558.58,-0.06347006420313916
10313,Before Lockdown,125304485885968.42,-0.04824299121833634
10314,Before Lockdown,31175481172252.11,-0.07788525990094432
10315,Before Lockdown,356144719409607.25,0.024451161297934496
10316,Before Lockdown,21726344129572.016,-0.08086089806783862
10317,Before Lockdown,24412999574979.73,-0.0800148404386033
10318,Before Lockdown,35498284123221.94,-0.07652396125634126
10319,Before Lockdown,61231674485319.36,-0.06842023091787977
1032,Before Lockdown,250156958607024.03,-0.00892556134280062
10320,Before Lockdown,91846028171930.47,-0.05877943103602699
10321,Before Lockdown,287497598048043.7,0.0028334206039170562
10323,Before Lockdown,210924388737072.06,-0.021280333187369424
10324,Before Lockdown,320630944646664.4,0.013267479321709625
10325,Before Lockdown,582627566892276.2,0.09577312457059113
10326,Before Lockdown,114023625147761.06,-0.05179545951426744
10327,Before Lockdown,344343290225507.6,0.020734760218609403
10328,Before Lockdown,171495865041977.4,-0.033696813067117505
10329,Before Lockdown,425475566090671.4,0.04628421468634808
1033,Before Lockdown,666841301240073.5,0.12229296452741821
10330,Before Lockdown,39123533925177.92,-0.07538232984317608
10331,Before Lockdown,29406516946538.21,-0.07844232637612922
10332,Before Lockdown,230175368188985.38,-0.015217986017625829
10333,Before Lockdown,1718767912802232.5,0.45355633386980326
10334,Before Lockdown,144929374148701.3,-0.04206289601262002
10335,Before Lockdown,50704225167843.164,-0.07173544159242433
10336,Before Lockdown,155667855860295.6,-0.038681228894111054
10337,Before Lockdown,290176440358895.75,0.0036770177903329053
10338,Before Lockdown,131547489650424.16,-0.046277000017904975
10339,Before Lockdown,50724704062223.984,-0.07172899256121014
1034,Before Lockdown,124637213654492.28,-0.04845312265263778
10340,Before Lockdown,197684245816575.6,-0.025449801196078713
10341,Before Lockdown,143246532409750.62,-0.04259284156051993
10342,Before Lockdown,133017840445322.48,-0.0458139702275378
10343,Before Lockdown,707246352926355.9,0.13501696391381476
10344,Before Lockdown,341065154920714.3,0.01970243901455372
10345,Before Lockdown,100313097207845.72,-0.05611305698819625
10346,Before Lockdown,21192728028087.08,-0.08102893970284464
10347,Before Lockdown,99397711192027.94,-0.056401322207951826
10348,Before Lockdown,51015020452266.766,-0.0716375687066524
10349,Before Lockdown,78082497241605.88,-0.06311371974011881
1035,Before Lockdown,48727947998206.484,-0.0723577932154107
10350,Before Lockdown,47934330790300.86,-0.07260771208557648
10351,Before Lockdown,124463495291753.34,-0.04850782849382957
10352,Before Lockdown,131820764552446.5,-0.04619094271713359
10353,Before Lockdown,57637218367799.95,-0.06955216505791885
10354,Before Lockdown,115065476205512.78,-0.05146736904868712
10355,Before Lockdown,22696325485542.82,-0.08055544016930613
10356,Before Lockdown,82449171064554.31,-0.06173860567083888
10357,Before Lockdown,419640949963796.1,0.04444682928724897
10358,Before Lockdown,196417843109960.8,-0.025848605469044612
10359,Before Lockdown,39513342733214.93,-0.07525957472154463
1036,Before Lockdown,80114584266920.81,-0.06247379297393205
10360,Before Lockdown,156671655805862.78,-0.03836512114623264
10361,Before Lockdown,44177584913305.53,-0.07379075307274999
10362,Before Lockdown,951764512120011.5,0.21201844708724593
10363,Before Lockdown,203474339375094.3,-0.023626436448081545
10364,Before Lockdown,64125226439023.22,-0.06750901928104541
10365,Before Lockdown,62385901931242.81,-0.06805675187996833
10366,Before Lockdown,25404987721304.438,-0.07970245235745073
10367,Before Lockdown,29039498434690.773,-0.07855790458045382
10368,Before Lockdown,47608548024893.05,-0.07271030469551379
10369,Before Lockdown,49582787236017.75,-0.07208859484828993
1037,Before Lockdown,200667778396622.06,-0.02451025366096954
10370,Before Lockdown,174406131301753.72,-0.03278033790972484
10371,Before Lockdown,115583047732205.22,-0.051304380028423434
10372,Before Lockdown,8107572008034.3125,-0.08514960061581113
10373,Before Lockdown,53455454896750.44,-0.07086904880435776
10374,Before Lockdown,128853676980266.9,-0.047125311536679364
10375,Before Lockdown,95087705490096.31,-0.057758590856747095
10376,Before Lockdown,209969428499412.94,-0.02158106076896866
10377,Before Lockdown,10393085704598.168,-0.08442986697709505
10378,Before Lockdown,11098787106588.047,-0.08420763377032632
10379,Before Lockdown,189961990233639.12,-0.027881625218029907
1038,Before Lockdown,60632449493629.78,-0.06860893352085554
10380,Before Lockdown,196007154471435.22,-0.025977935881122117
10381,Before Lockdown,41019396724496.67,-0.07478530159822983
10382,Before Lockdown,41357767275088.75,-0.07467874495497796
10383,Before Lockdown,143037887961913.28,-0.04265854601368757
10384,Before Lockdown,124209796625037.05,-0.048587721020751484
10386,Before Lockdown,63968640167168.555,-0.06755833003660307
10387,Before Lockdown,1456982966188752.5,0.3711173476276785
10388,Before Lockdown,85566380989824.72,-0.06075696165552196
10389,Before Lockdown,213699187100520.94,-0.02040651837460718
1039,Before Lockdown,162866360942919.5,-0.03641433971982062
10390,Before Lockdown,32976570317791.926,-0.07731807693182874
10391,Before Lockdown,272670106371916.25,-0.0018359211520024839
10392,Before Lockdown,69282701980709.305,-0.0658848729703986
10393,Before Lockdown,106473503869973.89,-0.054173076532349346
10394,Before Lockdown,11461644157751.719,-0.08409336605617504
10395,Before Lockdown,35213235799868.14,-0.0766137261382082
10396,Before Lockdown,65478694843213.73,-0.06708279705323734
10397,Before Lockdown,14603652153636.809,-0.0831039128530928
10398,Before Lockdown,26122684741677.207,-0.07947644159726792
10399,Before Lockdown,314692312423950.94,0.011397338099158128
1040,Before Lockdown,66905424977314.22,-0.06663350389326816
10400,Before Lockdown,86393137414177.0,-0.06049660687815809
10401,Before Lockdown,26453451102927.46,-0.07937227959766782
10402,Before Lockdown,137720336982560.98,-0.044333101856945695
10403,Before Lockdown,211392011200734.2,-0.021133073681629894
10404,Before Lockdown,29449319891697.727,-0.0784288472534647
10405,Before Lockdown,191466631202212.75,-0.027407797071254444
10406,Before Lockdown,310828401502614.0,0.010180549649686262
10408,Before Lockdown,121682376688647.75,-0.04938363362023226
10409,Before Lockdown,89094590586592.47,-0.05964588928039139
1041,Before Lockdown,690610466911413.0,0.12977813870230884
10410,Before Lockdown,84744799866866.98,-0.0610156866730162
10411,Before Lockdown,80400385618638.84,-0.06238379095507246
10412,Before Lockdown,323377443551037.0,0.014132382320604698
10414,Before Lockdown,169371763923773.88,-0.034365716092771635
10416,Before Lockdown,104339332013732.56,-0.05484515094522526
10417,Before Lockdown,95119976736081.4,-0.05774842828308426
10418,Before Lockdown,60035271060546.56,-0.06879699163980356
10419,Before Lockdown,140640576579933.92,-0.043413485984811595
1042,Before Lockdown,877240496599295.2,0.18855000717235945
10420,Before Lockdown,61275787954380.44,-0.06840633909668813
10421,Before Lockdown,222892199226397.2,-0.01751153678772561
10422,Before Lockdown,165379624548468.34,-0.03562288510609683
10423,Before Lockdown,131390421308200.9,-0.04632646258277404
10424,Before Lockdown,121737038612153.94,-0.04936641997361816
10425,Before Lockdown,243275368039694.47,-0.011092650617577145
10426,Before Lockdown,26358888740121.19,-0.07940205833562528
10427,Before Lockdown,59129145345720.56,-0.06908234068796129
10428,Before Lockdown,16640973295701.568,-0.08246233780542803
10429,Before Lockdown,110314762081208.0,-0.05296342167279802
1043,Before Lockdown,296630706558190.0,0.0057095378771056535
10430,Before Lockdown,56282109016887.46,-0.0699789040380688
10431,Before Lockdown,18672084457525.297,-0.08182271834948948
10432,Before Lockdown,92131614382580.12,-0.058689496767478505
10433,Before Lockdown,79464587989234.44,-0.06267848401857312
10434,Before Lockdown,218282284744032.16,-0.01896325004131532
10435,Before Lockdown,417629144843660.75,0.04381328951818978
10436,Before Lockdown,87324345442600.92,-0.06020335913096374
10437,Before Lockdown,122906003795532.9,-0.0489982998585514
10438,Before Lockdown,26031150248984.168,-0.07950526682530881
10439,Before Lockdown,105093385381635.27,-0.05460769116754698
1044,Before Lockdown,120280063187601.84,-0.049825237711358855
10440,Before Lockdown,50357290270361.234,-0.07184469524360028
10441,Before Lockdown,25545114498071.094,-0.07965832487964324
10442,Before Lockdown,48049849974169.61,-0.07257133381198644
10443,Before Lockdown,170693604903353.75,-0.03394945369212736
10444,Before Lockdown,10576037361748.914,-0.08437225346897728
10445,Before Lockdown,173640051492893.44,-0.03302158494718819
1045,Before Lockdown,103202729610693.47,-0.05520307966144458
1046,Before Lockdown,282061720538031.6,0.0011216024223949079
1047,Before Lockdown,291420112313831.44,0.004068663897219405
1049,Before Lockdown,431133899065700.5,0.048066086563689124
1050,Before Lockdown,213031991606902.8,-0.02061662564330511
1051,Before Lockdown,204235788001.60837,-0.0876384489408913
1052,Before Lockdown,98578474703888.53,-0.05665930887390969
1053,Before Lockdown,522910816073997.9,0.07696765671303271
1054,Before Lockdown,310709135114985.25,0.01014299134002764
1056,Before Lockdown,40008110002868.36,-0.07510376701501428
