insee,norm_km2_total_traffic,norm_total_traffic
11116,230779022064856.47,-0.016813870546898965
11117,66421564983426.28,-0.059019979705747745
11118,41319472138866.95,-0.06546606185818774
11119,691193847385080.2,0.10141817514720057
1112,316683209368981.0,0.005245861764265615
11120,824979451656844.0,0.1357735972743453
11121,193297005401232.16,-0.026439050413334456
11122,94286100602532.5,-0.05186451713724405
11123,54741087713202.28,-0.06201946331573252
11124,42666553746838.46,-0.06512013856148112
11125,53397144362814.73,-0.0623645807248055
11126,503328049273708.7,0.05317525071223341
11127,47127990163282.97,-0.06397446573506092
11128,135965746811614.2,-0.041161408627046404
11129,160670380146790.7,-0.034817391934471274
1113,71781274617866.47,-0.057643635158272546
11130,50805720814243.12,-0.06303004432536265
11131,45455279601702.39,-0.06440400879204708
