insee,Description,norm_km2_total_traffic,norm_total_traffic_period
10037,Curfew 6pm,55882510938446.664,-0.12072425277917832
10038,Curfew 6pm,74892195055219.61,-0.11064282610905057
10039,Curfew 6pm,72196102448258.4,-0.11207264786442477
1004,Curfew 6pm,325147565871942.1,0.022075379737849142
10040,Curfew 6pm,38884763111137.17,-0.12973868706570835
10041,Curfew 6pm,83026405442832.97,-0.10632900137433235
10042,Curfew 6pm,17425558427597.908,-0.14111917067014018
10043,Curfew 6pm,50983750569748.9,-0.12332221774946306
10044,Curfew 6pm,377651464694659.1,0.049919830104596365
10045,Curfew 6pm,26568379334158.61,-0.13627044841040126
10046,Curfew 6pm,350128834996337.56,0.03532372364810407
10047,Curfew 6pm,290647724073228.5,0.0037790407198927322
10048,Curfew 6pm,16240559938053.531,-0.14174761222146576
10049,Curfew 6pm,313353007824660.0,0.015820358805895593
1005,Curfew 6pm,116282751889740.12,-0.0886921266129556
10050,Curfew 6pm,59083960030643.8,-0.11902642476357994
10051,Curfew 6pm,61604133067694.78,-0.11768989862705961
10052,Curfew 6pm,78531714793283.17,-0.10871267560637095
10053,Curfew 6pm,153154116283150.78,-0.06913809541094579
10054,Curfew 6pm,98221700614242.95,-0.0982704637857803
10055,Curfew 6pm,44062431509032.51,-0.12699280849376707
10056,Curfew 6pm,141159770081725.94,-0.07549907021426183
10057,Curfew 6pm,397214626915797.9,0.060294783426109215
10058,Curfew 6pm,26704654612058.344,-0.13619817739250017
10059,Curfew 6pm,143236082585053.38,-0.07439793712241335
1006,Curfew 6pm,194276271924394.9,-0.0473297374146658
10060,Curfew 6pm,404616426661774.9,0.0642201880202969
10061,Curfew 6pm,103198089371996.9,-0.09563133006661037
10062,Curfew 6pm,72795886769529.38,-0.11175456358613575
10063,Curfew 6pm,85526122241643.28,-0.10500332381712049
10064,Curfew 6pm,63088332577729.71,-0.11690278146970219
10065,Curfew 6pm,214375857632552.44,-0.036670302035729255
10066,Curfew 6pm,103490255028772.9,-0.09547638553274944
10067,Curfew 6pm,360273768673359.94,0.04070389747476798
10068,Curfew 6pm,188678718039462.8,-0.05029829431841992
10069,Curfew 6pm,95901096920798.38,-0.09950115209297036
1007,Curfew 6pm,174641547460233.12,-0.057742642419171104
10070,Curfew 6pm,148224411281026.3,-0.07175247128268523
10071,Curfew 6pm,53990119686860.734,-0.12172784671145315
10072,Curfew 6pm,23252883154938.96,-0.13802875914300305
10073,Curfew 6pm,365936514501268.25,0.0437070276932895
10074,Curfew 6pm,37525039962336.43,-0.13045979053760745
10075,Curfew 6pm,81893134239433.66,-0.10693001033714604
10076,Curfew 6pm,14433233866930.285,-0.14270609344309546
10077,Curfew 6pm,171388547398355.2,-0.059467809517177075
10078,Curfew 6pm,121196418963023.3,-0.08608625615364493
10079,Curfew 6pm,45342758323129.5,-0.12631381136731148
1008,Curfew 6pm,665638406812497.0,0.20264826162827418
10080,Curfew 6pm,14494012050567.752,-0.1426738608821691
10081,Curfew 6pm,822920183647572.2,0.28605967919681496
10082,Curfew 6pm,65059314261839.11,-0.11585750858697283
10083,Curfew 6pm,149964122419485.7,-0.07082984836260696
10084,Curfew 6pm,45622420663820.39,-0.12616549773081168
10085,Curfew 6pm,519664279016536.44,0.12523364200225107
10086,Curfew 6pm,60857938988041.27,-0.11808562855342239
10087,Curfew 6pm,28268737853060.695,-0.13536869540830307
10089,Curfew 6pm,49145089250302.74,-0.12429731702777466
1009,Curfew 6pm,186112154430681.7,-0.05165942281783119
10090,Curfew 6pm,99538655514683.16,-0.09757204164603844
10091,Curfew 6pm,54640624313203.66,-0.1213828638780315
10092,Curfew 6pm,76205378027806.97,-0.10994640433995244
10093,Curfew 6pm,119506984874888.66,-0.08698221559036781
10094,Curfew 6pm,30164050939801.53,-0.1343635519359793
10095,Curfew 6pm,56349946818470.75,-0.12047635699519253
10096,Curfew 6pm,59527921523755.03,-0.11879097817700505
10097,Curfew 6pm,80283365701173.16,-0.10778372065524822
10098,Curfew 6pm,5463352825150.09,-0.1474631003142768
10099,Curfew 6pm,12998432526033.066,-0.1434670132151233
1010,Curfew 6pm,69553960690389.3,-0.11347385780670556
10100,Curfew 6pm,135662419252122.2,-0.0784144863215561
10101,Curfew 6pm,180975751293023.3,-0.054383417138958674
10102,Curfew 6pm,33162314053495.742,-0.1327734797636707
10103,Curfew 6pm,33902075241129.22,-0.13238116140000294
10104,Curfew 6pm,287695174743166.6,0.0022132119886993508
10105,Curfew 6pm,282947861470869.0,-0.0003044358765044833
10106,Curfew 6pm,200357475992744.66,-0.044104685777586944
10107,Curfew 6pm,231301327106055.06,-0.027694199208010698
10108,Curfew 6pm,39536173046279.67,-0.12939322411887605
10109,Curfew 6pm,187500946621346.66,-0.05092290312901209
1011,Curfew 6pm,153949441658064.38,-0.06871630963077027
10110,Curfew 6pm,139761622168590.77,-0.07624055153366091
10111,Curfew 6pm,109984214391662.28,-0.09203243692668114
10112,Curfew 6pm,64218809452150.04,-0.11630325442644703
10113,Curfew 6pm,145673333993876.22,-0.07310538690412577
10114,Curfew 6pm,117629805780122.77,-0.08797774204279746
10115,Curfew 6pm,203343640191151.75,-0.042521030036319823
10116,Curfew 6pm,241207329364027.56,-0.02244073814340766
10117,Curfew 6pm,167010770632736.22,-0.06178948068065713
10118,Curfew 6pm,125941009680412.86,-0.0835700521439777
10119,Curfew 6pm,12305508193921.15,-0.14383449253772654
1012,Curfew 6pm,74917626915205.12,-0.11062933880279373
10120,Curfew 6pm,41270245343989.14,-0.12847359165141
10121,Curfew 6pm,22533440992866.586,-0.1384103016955135
10122,Curfew 6pm,79545158503908.88,-0.10817521488949558
10123,Curfew 6pm,106478058881565.0,-0.09389186023177026
10124,Curfew 6pm,64379965392021.484,-0.11621778841973752
10125,Curfew 6pm,94189292737665.78,-0.10040897508675921
10126,Curfew 6pm,86815295884186.4,-0.10431963494241203
10127,Curfew 6pm,76207824654274.86,-0.10994510681784878
10128,Curfew 6pm,58867051224434.55,-0.11914145824916922
10129,Curfew 6pm,81885418202679.23,-0.10693410239139828
1013,Curfew 6pm,22502532420763.254,-0.13842669347252695
10130,Curfew 6pm,68970010255302.83,-0.11378354488273221
10131,Curfew 6pm,60859041554137.03,-0.11808504382833306
10132,Curfew 6pm,56210347197079.05,-0.12055039101583132
10133,Curfew 6pm,25579030643605.586,-0.1367951307888
10134,Curfew 6pm,97280712445618.78,-0.09876949907543417
10135,Curfew 6pm,43653164533138.59,-0.1272098554988953
10136,Curfew 6pm,59880850527174.71,-0.11860380895073698
10137,Curfew 6pm,21479059954178.016,-0.1389694727505724
10138,Curfew 6pm,313613222623419.5,0.015958358806109237
10139,Curfew 6pm,39789882723791.92,-0.12925867398676286
1014,Curfew 6pm,195060607021681.56,-0.04691378012050297
10140,Curfew 6pm,26080367969286.156,-0.13652925601388005
10141,Curfew 6pm,24157038578068.594,-0.1375492574037481
10142,Curfew 6pm,48758050076479.766,-0.1245025759382013
10143,Curfew 6pm,11846633282998.93,-0.14407784817355965
10144,Curfew 6pm,111685842541950.81,-0.0911300105995744
10145,Curfew 6pm,5126893275931.451,-0.1476415352767978
10146,Curfew 6pm,195672419099452.2,-0.046589317148890474
10147,Curfew 6pm,1518540950571194.5,0.6549690050372594
10148,Curfew 6pm,32259511898363.895,-0.1332522638228211
10149,Curfew 6pm,87569166944265.97,-0.10391983367458256
1015,Curfew 6pm,120644958854369.77,-0.0863787125991461
10150,Curfew 6pm,275939946792420.38,-0.00402095096993282
10151,Curfew 6pm,43832695335038.31,-0.12711464473141157
10153,Curfew 6pm,180869654507107.0,-0.054439683564038714
10154,Curfew 6pm,72435336570331.53,-0.11194577456953689
10155,Curfew 6pm,25174282160770.137,-0.13700978149653853
10156,Curfew 6pm,93453701714398.31,-0.10079908188257555
10157,Curfew 6pm,160073505318545.56,-0.06546852821909178
10158,Curfew 6pm,100587656276529.38,-0.09701572391911054
10159,Curfew 6pm,31012884246790.594,-0.13391338923537863
1016,Curfew 6pm,248091108841404.34,-0.0187900558075938
10160,Curfew 6pm,3047986265023.3857,-0.14874404431670296
10161,Curfew 6pm,28993259349548.64,-0.1349844591267896
10162,Curfew 6pm,225956982231759.6,-0.030528471498866058
10163,Curfew 6pm,19564810374979.84,-0.13998465883375308
10164,Curfew 6pm,217910532053078.2,-0.03479575426552907
10165,Curfew 6pm,116639838767498.72,-0.08850275233661968
10166,Curfew 6pm,128055931464423.06,-0.08244844334987145
10167,Curfew 6pm,188185597699284.44,-0.050559811370387675
10168,Curfew 6pm,516480415960219.0,0.1235451404083886
10169,Curfew 6pm,122265664824679.61,-0.08551920182068448
1017,Curfew 6pm,128104097032816.27,-0.08242289965104942
10170,Curfew 6pm,70722762637106.33,-0.11285400578573834
10171,Curfew 6pm,168532892818916.3,-0.060982251948780965
10172,Curfew 6pm,51391001122021.37,-0.12310624011649011
10173,Curfew 6pm,493424709062467.9,0.11131798203006758
10174,Curfew 6pm,24807567065799.758,-0.1372042619158902
10175,Curfew 6pm,89006859473302.0,-0.10315738061557152
10176,Curfew 6pm,65044999102703.59,-0.11586510036105017
10177,Curfew 6pm,252241929165651.88,-0.016588746703101377
10178,Curfew 6pm,48684738768039.84,-0.12454145520497859
10179,Curfew 6pm,81027394402822.78,-0.10738913909618207
10180,Curfew 6pm,34069597657895.957,-0.13229231905260452
10181,Curfew 6pm,33280115783598.57,-0.132711005842676
10182,Curfew 6pm,46381964510447.74,-0.12576268800785767
10183,Curfew 6pm,98103884746546.5,-0.09833294520438059
10184,Curfew 6pm,213576197307922.25,-0.037094386774552277
10185,Curfew 6pm,35511956176410.28,-0.13152739147426534
10186,Curfew 6pm,79401033604271.4,-0.10825164880591992
10187,Curfew 6pm,90460372165675.97,-0.1023865376319504
10188,Curfew 6pm,42010169784251.586,-0.1280811867097961
10189,Curfew 6pm,161965805534230.38,-0.06446498256598643
1019,Curfew 6pm,39809647225115.89,-0.1292481922570537
10190,Curfew 6pm,52626307602519.0,-0.12245111867303161
10191,Curfew 6pm,543743558918674.1,0.13800363297694018
10192,Curfew 6pm,67716075242614.266,-0.11444854561614111
10193,Curfew 6pm,211877230439356.12,-0.037995401741198316
10194,Curfew 6pm,68786081789535.84,-0.1138810878681279
10195,Curfew 6pm,58127971154275.266,-0.11953341539505834
10196,Curfew 6pm,22837179276921.523,-0.1382492198375089
10197,Curfew 6pm,29069493132275.305,-0.13494402998101188
10198,Curfew 6pm,103878719806106.06,-0.09527037058044646
10199,Curfew 6pm,82621548902087.08,-0.10654370938854128
10200,Curfew 6pm,304279461321788.1,0.011008374916800583
10201,Curfew 6pm,141697835615455.56,-0.07521371732840129
10202,Curfew 6pm,40837064932897.375,-0.12870332069490864
10203,Curfew 6pm,21977558308370.996,-0.13870510357052157
10204,Curfew 6pm,117392363162289.56,-0.08810366524727282
10205,Curfew 6pm,12753361594907.885,-0.14359698195137066
10206,Curfew 6pm,97002010213008.98,-0.09891730353676013
10207,Curfew 6pm,95701125403077.9,-0.09960720320774055
10208,Curfew 6pm,73564531395514.52,-0.1113469274368628
10209,Curfew 6pm,49367123707930.67,-0.12417956524983519
1021,Curfew 6pm,288666057315527.1,0.0027281012103419744
10210,Curfew 6pm,36579026363559.625,-0.13096149096915732
10211,Curfew 6pm,56909591102296.18,-0.1201795602270777
10212,Curfew 6pm,170367440556044.8,-0.0600093342311009
10213,Curfew 6pm,70726661450032.94,-0.11285193812399401
10214,Curfew 6pm,104143662102500.12,-0.09512986344121654
10215,Curfew 6pm,4485873800756.986,-0.14798148783957565
10216,Curfew 6pm,67318856036855.19,-0.1146592033140927
10217,Curfew 6pm,108116462631758.53,-0.09302296377025229
10218,Curfew 6pm,15196686806758.426,-0.14230121060644801
10219,Curfew 6pm,4438532871495.681,-0.14800659420662057
1022,Curfew 6pm,391327497808415.75,0.05717265577637724
10220,Curfew 6pm,102703238699407.05,-0.09589376476766762
10221,Curfew 6pm,159618973793044.56,-0.06570958042256088
10222,Curfew 6pm,34137198114839.703,-0.1322564684279777
10223,Curfew 6pm,33795680391538.15,-0.1324375858975192
10224,Curfew 6pm,35321729263059.28,-0.13162827472229052
10225,Curfew 6pm,332333457812301.5,0.025886281708191454
10226,Curfew 6pm,48823262554570.03,-0.1244679917330243
10227,Curfew 6pm,58039423030852.12,-0.11958037521867161
10228,Curfew 6pm,167039886370157.94,-0.061774039699630794
10229,Curfew 6pm,115493110295845.84,-0.08911089810729642
1023,Curfew 6pm,506038647259553.75,0.11800754573740141
10230,Curfew 6pm,88273254636201.06,-0.10354643407509526
10231,Curfew 6pm,80819815647469.64,-0.1074992245656467
10232,Curfew 6pm,118116801099474.06,-0.08771947327985659
10233,Curfew 6pm,84947612794878.0,-0.10531012536783087
10234,Curfew 6pm,93636089056690.2,-0.10070235620288619
10235,Curfew 6pm,628328173014466.6,0.18286148433257562
10236,Curfew 6pm,87143367697469.19,-0.10414564825710841
10237,Curfew 6pm,23458448194570.145,-0.1379197416096104
10238,Curfew 6pm,50236166301361.5,-0.12371868493614496
10239,Curfew 6pm,173882708445872.03,-0.0581450783476547
1024,Curfew 6pm,106952978232029.52,-0.09363999573068116
10240,Curfew 6pm,27992240119232.78,-0.1355153307553672
10241,Curfew 6pm,81539819425058.38,-0.10711738417096223
10242,Curfew 6pm,21356049184806.562,-0.13903470918708738
10243,Curfew 6pm,136755554926002.72,-0.07783476247822282
10245,Curfew 6pm,196933923926931.38,-0.045920301907284106
10246,Curfew 6pm,226681701370555.8,-0.030144130401490027
10247,Curfew 6pm,48175972081961.91,-0.12481127000076328
10248,Curfew 6pm,97800783717197.47,-0.09849368910639662
10249,Curfew 6pm,125778915992837.4,-0.0836560154674577
1025,Curfew 6pm,79034013298784.95,-0.10844629108790003
10250,Curfew 6pm,24269348831808.645,-0.13748969578344822
10251,Curfew 6pm,42730361743870.05,-0.12769924651632897
10252,Curfew 6pm,41660666080311.17,-0.12826653939322677
10253,Curfew 6pm,192493863135404.0,-0.048275004226677055
10254,Curfew 6pm,94962592315844.5,-0.09999887027157342
10255,Curfew 6pm,123540787043789.84,-0.08484296485280832
10256,Curfew 6pm,32475318713134.85,-0.13313781475756242
10257,Curfew 6pm,187696018069002.94,-0.050819450673784426
10258,Curfew 6pm,5272505711135.604,-0.14756431247400148
10259,Curfew 6pm,145372350216070.44,-0.07326500796180392
1026,Curfew 6pm,1647335369260719.2,0.72327269065161
10260,Curfew 6pm,125663412305345.02,-0.08371727066498919
10261,Curfew 6pm,32094242706212.18,-0.13333991121513303
10262,Curfew 6pm,62822546206375.68,-0.1170437362481333
10263,Curfew 6pm,49794110549846.84,-0.12395312084868446
10264,Curfew 6pm,48535477263058.125,-0.1246206132229605
10265,Curfew 6pm,4774561515891389.0,2.3817379699534302
10266,Curfew 6pm,104987919732998.75,-0.09468212736415792
10267,Curfew 6pm,30886913496418.508,-0.13398019544187087
10268,Curfew 6pm,125013241053386.75,-0.08406207669960702
10269,Curfew 6pm,90667355607293.84,-0.10227676787587328
1027,Curfew 6pm,340747047987298.8,0.030348270232603697
10270,Curfew 6pm,98004724220863.4,-0.09838553311494788
10271,Curfew 6pm,151101887983639.75,-0.07022645590051471
10272,Curfew 6pm,100269707884674.94,-0.09718434183920198
10273,Curfew 6pm,93270923796788.78,-0.10089601469650239
10274,Curfew 6pm,54293379755626.39,-0.12156701846588852
10275,Curfew 6pm,156202970248639.1,-0.06752119333660368
10276,Curfew 6pm,78664645562528.1,-0.10864217828542053
10278,Curfew 6pm,31984968772211.992,-0.1333978625806482
10279,Curfew 6pm,23149730630059.812,-0.13808346413489136
1028,Curfew 6pm,387948495034439.1,0.05538066552158145
10280,Curfew 6pm,200018273889247.38,-0.0442845752019327
10281,Curfew 6pm,59293893436840.99,-0.11891509054954534
10282,Curfew 6pm,87334931218972.69,-0.10404405616421271
10283,Curfew 6pm,61897030700632.98,-0.11753456590347611
10284,Curfew 6pm,197356370584137.44,-0.04569626530728054
10285,Curfew 6pm,343157762206257.1,0.03162674695382489
10286,Curfew 6pm,121821695026623.66,-0.08575465281162985
10287,Curfew 6pm,35124691732635.71,-0.13173276985235297
10288,Curfew 6pm,39202597401803.56,-0.12957012965702538
10289,Curfew 6pm,9260838165158.328,-0.14544917574030672
1029,Curfew 6pm,110474006478630.16,-0.09177268495089641
10290,Curfew 6pm,78466692867077.38,-0.10874715875595763
10291,Curfew 6pm,128209536998112.97,-0.08236698155837044
10293,Curfew 6pm,37248969422762.18,-0.13060619933027354
10294,Curfew 6pm,147915153661478.44,-0.07191648021594779
10295,Curfew 6pm,90292408848828.67,-0.10247561380237309
10296,Curfew 6pm,164175431805129.62,-0.06329314903726391
10297,Curfew 6pm,952908674268765.6,0.354996618291025
10298,Curfew 6pm,27031312493719.652,-0.13602494055910733
10299,Curfew 6pm,69190019080723.72,-0.11366686736054736
1030,Curfew 6pm,1615914462861699.0,0.7066092068280585
10300,Curfew 6pm,91352305236260.12,-0.1019135177863538
10301,Curfew 6pm,80020837549132.86,-0.10792294749864972
10302,Curfew 6pm,36799119176250.14,-0.13084476890591148
10303,Curfew 6pm,463781224567397.06,0.09559712031830249
10304,Curfew 6pm,317144645305061.6,0.017831182078053464
10305,Curfew 6pm,79096633691989.9,-0.10841308154594907
10306,Curfew 6pm,34381149135072.52,-0.1321270936153047
10307,Curfew 6pm,63431088550123.625,-0.11672100731815864
10308,Curfew 6pm,57891896605653.03,-0.11965861306988547
10309,Curfew 6pm,180193772206206.8,-0.05479812496749951
1031,Curfew 6pm,776488732175830.4,0.2614356365075973
10310,Curfew 6pm,86785895705415.98,-0.10433522677153143
10312,Curfew 6pm,79279639491459.02,-0.1083160278791852
10313,Curfew 6pm,122860348199014.08,-0.08520382273319049
10314,Curfew 6pm,34515363256016.727,-0.13205591569303715
10315,Curfew 6pm,381224371772681.5,0.051814653842066107
10316,Curfew 6pm,25732968088504.12,-0.13671349297446295
10317,Curfew 6pm,31245525116259.523,-0.13379001254739062
10318,Curfew 6pm,36084089534172.87,-0.13122397136184336
10319,Curfew 6pm,56596486785122.54,-0.12034560918371982
1032,Curfew 6pm,309185770087808.6,0.013610343036933514
10320,Curfew 6pm,91417035714367.38,-0.10187918920075754
10321,Curfew 6pm,344015595662633.6,0.03208168271354176
10323,Curfew 6pm,203782239684542.94,-0.04228842708494952
10324,Curfew 6pm,398751240290811.6,0.061109697286085986
10325,Curfew 6pm,818113281555259.2,0.2835104295272017
10326,Curfew 6pm,117415646863769.6,-0.0880913171762771
10327,Curfew 6pm,237880608116504.03,-0.024205001878819885
10328,Curfew 6pm,160707115802985.44,-0.06513250487451297
10329,Curfew 6pm,365534479738534.5,0.04349381615571501
1033,Curfew 6pm,655949970767278.8,0.19751018269239595
10330,Curfew 6pm,30492481629903.57,-0.1341893749271377
10331,Curfew 6pm,33303711944438.96,-0.1326984920647643
10332,Curfew 6pm,197594555146578.72,-0.04556994862650574
10333,Curfew 6pm,2217404109595494.8,1.0255978722439882
10334,Curfew 6pm,150054236877395.06,-0.07078205786310413
10335,Curfew 6pm,41705481389251.95,-0.1282427724411822
10336,Curfew 6pm,168601624828848.06,-0.06094580122641435
10337,Curfew 6pm,256916483400116.1,-0.014109685218397118
10338,Curfew 6pm,132475522315388.8,-0.08010459687655391
10339,Curfew 6pm,68312736777606.36,-0.11413211744853144
1034,Curfew 6pm,154444361858092.0,-0.06845383805715054
10340,Curfew 6pm,229761826161721.75,-0.02851064443579828
10341,Curfew 6pm,136926652640503.9,-0.07774402403924749
10342,Curfew 6pm,165863882783034.6,-0.06239771097446962
10343,Curfew 6pm,813962686429716.8,0.281309239852586
10344,Curfew 6pm,410221584131456.5,0.06719277734150791
10345,Curfew 6pm,98377241996670.31,-0.09818797535349078
10346,Curfew 6pm,28768876720973.484,-0.13510345621280825
10347,Curfew 6pm,107119652896077.97,-0.09355160297291354
10348,Curfew 6pm,48604878702102.7,-0.12458380748151676
10349,Curfew 6pm,76825357120894.84,-0.10961761014613083
1035,Curfew 6pm,71918187968474.6,-0.11222003455592876
10350,Curfew 6pm,44427414377827.15,-0.12679924672782697
10351,Curfew 6pm,124359569668756.27,-0.08440873896343173
10352,Curfew 6pm,144217979127118.1,-0.07387720685011266
10353,Curfew 6pm,58169328042540.09,-0.1195114825510518
10354,Curfew 6pm,115438854703931.6,-0.08913967153498559
10355,Curfew 6pm,34217310455035.297,-0.13221398236255477
10356,Curfew 6pm,63466723901451.28,-0.11670210878312422
10357,Curfew 6pm,452473054944524.75,0.08960004629402848
10358,Curfew 6pm,187185872154582.2,-0.051089996917251995
10359,Curfew 6pm,34589372786849.29,-0.13201666613721097
1036,Curfew 6pm,89776259766146.89,-0.1027493437126623
10360,Curfew 6pm,218145164349499.44,-0.03467132146189677
10361,Curfew 6pm,40956443318413.56,-0.12864001062451574
10362,Curfew 6pm,1256066519539996.0,0.5157706515575317
10363,Curfew 6pm,199871076954928.56,-0.0443626383138859
10364,Curfew 6pm,49573124545392.516,-0.12407031659930008
10365,Curfew 6pm,90265802325959.48,-0.10248972406888805
10366,Curfew 6pm,21997512734578.86,-0.13869452111773997
10367,Curfew 6pm,49164102242351.74,-0.12428723384680519
10368,Curfew 6pm,47344622069892.81,-0.12525216076635415
10369,Curfew 6pm,57924088453385.56,-0.11964154073189723
1037,Curfew 6pm,190775543932395.3,-0.04918628233811708
10370,Curfew 6pm,157808041425951.5,-0.06666997417509572
10371,Curfew 6pm,116833103586126.44,-0.0884002579929503
10372,Curfew 6pm,9777054939569.193,-0.14517540993098843
10373,Curfew 6pm,88475001179894.62,-0.10343944160884992
10374,Curfew 6pm,68847093094566.68,-0.11384873167567677
10375,Curfew 6pm,89319626613132.56,-0.10299151047456032
10376,Curfew 6pm,176748434503817.5,-0.056625294697785405
10377,Curfew 6pm,12579368653219.566,-0.14368925581936212
10378,Curfew 6pm,9942704294351.744,-0.14508756092661068
10379,Curfew 6pm,179722082681977.3,-0.05504827659129168
1038,Curfew 6pm,58219734052723.62,-0.11948475067627275
10380,Curfew 6pm,183802550625622.75,-0.05288427754212433
10381,Curfew 6pm,31806189217227.176,-0.1334926749385299
10382,Curfew 6pm,49723622471501.34,-0.12399050286874293
10383,Curfew 6pm,143039238396053.62,-0.07450232971750602
10384,Curfew 6pm,50480248559162.516,-0.12358924052410822
10386,Curfew 6pm,59650928112403.58,-0.11872574395765742
10387,Curfew 6pm,1708782516739941.0,0.7558600239073853
10388,Curfew 6pm,84841318952569.45,-0.10536649629804398
10389,Curfew 6pm,148415538932806.78,-0.0716511103450588
1039,Curfew 6pm,191456255379455.56,-0.04882527988826578
10390,Curfew 6pm,36927952734906.87,-0.1307764444631553
10391,Curfew 6pm,291804178331353.44,0.00439234437759826
10392,Curfew 6pm,68858258343133.69,-0.11384281039713313
10393,Curfew 6pm,104821766886918.5,-0.09477024338562895
10394,Curfew 6pm,13157602506287.441,-0.1433826004245602
10395,Curfew 6pm,41642627137233.95,-0.12827610600573452
10396,Curfew 6pm,62767779305095.875,-0.11707278083908025
10397,Curfew 6pm,9243234826313.031,-0.14545851133834337
10398,Curfew 6pm,29868695979107.004,-0.13452018785689254
10399,Curfew 6pm,253486367381334.3,-0.015928782416486136
1040,Curfew 6pm,80429798927769.75,-0.10770606256125068
10400,Curfew 6pm,94660038770245.02,-0.10015932382593086
10401,Curfew 6pm,21293226989443.953,-0.13906802575099841
10402,Curfew 6pm,124784432032604.6,-0.0841834212390696
10403,Curfew 6pm,115121008073462.58,-0.08930823548784966
10404,Curfew 6pm,24614233565033.57,-0.13730679268383356
10405,Curfew 6pm,187144556277167.3,-0.0511119080119294
10406,Curfew 6pm,255112824699460.94,-0.015066221519415866
10408,Curfew 6pm,122837806558150.38,-0.08521577726636399
10409,Curfew 6pm,93707828589677.0,-0.10066431049751239
1041,Curfew 6pm,829490194207842.8,0.289543960117974
10410,Curfew 6pm,69097993196720.984,-0.11371567154875102
10411,Curfew 6pm,95159002153544.38,-0.09989470802648298
10412,Curfew 6pm,300000047734613.1,0.008738868805850179
10414,Curfew 6pm,156137022053071.66,-0.06755616771563892
10416,Curfew 6pm,126598561895026.58,-0.0832213317553228
10417,Curfew 6pm,97207302952584.78,-0.09880843041255516
10418,Curfew 6pm,73982145443754.0,-0.11112545371968371
10419,Curfew 6pm,148782776460550.47,-0.07145635286336029
1042,Curfew 6pm,826816641486851.0,0.28812609196509836
10420,Curfew 6pm,81231800982422.47,-0.10728073593017115
10421,Curfew 6pm,216675248414916.97,-0.0354508635949862
10422,Curfew 6pm,152846550884598.2,-0.06930120690678811
10423,Curfew 6pm,156840013940840.8,-0.06718334925517928
10424,Curfew 6pm,155823407498500.34,-0.06772248726704093
10425,Curfew 6pm,279842394235126.5,-0.0019513617286809795
10426,Curfew 6pm,22949833581559.406,-0.13818947575631826
10427,Curfew 6pm,55209355872042.05,-0.12108124784537172
10428,Curfew 6pm,19596339623886.812,-0.1399679378925282
10429,Curfew 6pm,104955572876654.95,-0.09469928190803335
1043,Curfew 6pm,412213911768840.8,0.0682493706470977
10430,Curfew 6pm,60959488131838.22,-0.11803177388438559
10431,Curfew 6pm,18460895244635.945,-0.14057009935807968
10432,Curfew 6pm,97221858076594.61,-0.09880071137764229
10433,Curfew 6pm,75101903266346.03,-0.11053161132296535
10434,Curfew 6pm,183145949781040.66,-0.05323249338966478
10435,Curfew 6pm,413647784386058.4,0.06900979788807582
10436,Curfew 6pm,78527364763165.95,-0.1087149825626239
10437,Curfew 6pm,133501872973638.14,-0.07956029120396
10438,Curfew 6pm,23625126940274.008,-0.13783134668721403
10439,Curfew 6pm,149610695621021.16,-0.07101728158506826
1044,Curfew 6pm,130907453695147.72,-0.0809361924313028
